doi,journal_short,publication_year,title,n_funders,funders,fetch_status
10.1093/ej/uead099,EJ,2023,The Limitations of Activity-Based Instruction to Improve the Productivity of Schooling,0,,ok_no_funders
10.1093/ej/ueae039,EJ,2024,Incentivising Textbooks for Self-Study: Experimental Evidence from the Democratic Republic of the Congo,2,World Bank Group | Edinburgh School of Social and Political Science,ok
10.1093/ej/ueae116,EJ,2025,"Destructive Behaviour, Judgement and Economic Decision-making under Thermal Stress",1,Riksbankens Jubileumsfond,ok
10.1093/ej/uead067,EJ,2023,Helping Children Catch Up: Early Life Shocks and the PROGRESA Experiment,0,,ok_no_funders
10.1093/ej/ueae077,EJ,2024,Healthcare Appointments as Commitment Devices,0,,ok_no_funders
10.1093/ej/ueaf046,EJ,2025,When Information is Not Enough: Evidence from a Centralised School Choice System,0,,ok_no_funders
10.1093/ej/ueaf047,EJ,2025,Correlation Neglect on Social Media: Effects on Civil Service Applications in China,0,,ok_no_funders
10.1093/ej/ueac053,EJ,2022,The Interplay Among Savings Accounts and Network-Based Financial Arrangements: Evidence from a Field Experiment,2,University Microsavings and Payments Innovation Initiative | Weatherhead School of Management,ok
10.1093/ej/uead010,EJ,2023,Designing Effective Teacher Performance Pay Programs: Experimental Evidence from Tanzania*,2,World Bank Group | Brown University,ok
10.1093/ej/ueae117,EJ,2024,To Defer or to Differ: Experimental Evidence on the Role of Cash Transfers in Nigerian Couples’ Decision-Making,0,,ok_no_funders
10.1093/ej/ueaf051,EJ,2025,Towards an Understanding of Reference-Dependent Labour Supply: Theory and Evidence from a Field Experiment,0,,ok_no_funders
10.1093/jeea/jvab002,JEEA,2021,Place-Based Interventions at Scale: The Direct and Spillover Effects of Policing and City Services on Crime,8,J-PAL Governance Initiative | 3ie | Development Bank of Latin America | Fundación Probogotá | Organización Ardila Lülle via Universidad de los Andes CESED | COLCIENCIAS | Government of Colombia | J. William Fulbright Program,ok
10.1093/jeea/jvac005,JEEA,2022,Early Stimulation and Nutrition: The Impacts of a Scalable Intervention,9,"Grand Challenges Canada | Fundación Éxito | European Research Council | National Institutes of Health | Cowles Foundation | Institution for Social and Policy Studies, Yale University | Jacobs Foundation | Universidad de los Andes | University College London",ok
10.1093/jeea/jvab007,JEEA,2021,Curating Local Knowledge: Experimental Evidence from Small Retailers in Indonesia,3,Department for International Development | Tilburg University | SRP,ok
10.1093/jeea/jvab052,JEEA,2021,Can Simple Psychological Interventions Increase Preventive Health Investment?,6,National Institutes of Health | African Economies Research Fund | United Kingdom Research and Innovation Global Challenges Research Fund | Labex Ecodec Investissements d’Avenir | Princeton University | KEMRI,ok
10.1093/jeea/jvae011,JEEA,2024,"Mass Political Information on Social Media: Facebook Ads, Electorate Saturation, and Electoral Accountability in Mexico",0,,ok_no_funders
10.1093/jeea/jvad067,JEEA,2023,An Adaptive Targeted Field Experiment: Job Search Assistance for Refugees in Jordan,0,,ok_no_funders
10.1093/jeea/jvab053,JEEA,2021,Can Good Products Drive Out Bad? A Randomized Intervention in the Antimalarial Medicine Market in Uganda,0,,ok_no_funders
10.1093/jeea/jvac070,JEEA,2022,Improving Parenting Practices for Early Child Development: Experimental Evidence from Rwanda,4,British Academy Early Childhood Development Programme | UK Government | Grand Challenges Canada | UNICEF,ok
10.1093/jeea/jvae005,JEEA,2024,"Experimental Evidence from a Conditional Cash Transfer Program: Schooling, Learning, Fertility, and Labor Market Outcomes after 10 Years",3,Centre for Economic Policy Research | EUR | National Science Foundation,ok
10.1093/jeea/jvad002,JEEA,2023,Reporting Peers’ Wrongdoing: Evidence on the Effect of Incentives on Morally Controversial Behavior,3,"University of California, San Diego | IRB | American Economic Association",ok
10.1093/jeea/jvae018,JEEA,2024,Decentralized Targeting of Agricultural Credit Programs: Private Versus Political Intermediaries,5,Monash University | Boston University | Hong Kong University of Science and Technology | Australian Agency for International Development | United States Agency for International Development,ok
10.1093/jeea/jvaf012,JEEA,2025,Cost and Benefits of Climate Change Adaptation Policies: Evidence from an RCT and Extreme Flooding in Pakistan,0,,ok_no_funders
10.1093/jeea/jvad068,JEEA,2023,Preventing Violence in the Most Violent Contexts: Behavioral and Neurophysiological Evidence from El Salvador,1,"Consejo Nacional de Innovación, Ciencia y Tecnología",ok
10.1093/jeea/jvac068,JEEA,2022,Using Preference Estimates to Customize Incentives: An Application to Polio Vaccination Drives in Pakistan,5,"International Growth Centre | UCLA Anderson | Boston University | University of California, San Diego | National Bureau of Economic Research",ok
10.1093/jeea/jvac015,JEEA,2022,Priors Rule: When Do Malfeasance Revelations Help Or Hurt Incumbent Parties?,0,,ok_no_funders
10.1093/jeea/jvaf026,JEEA,2025,Safe Spaces for Teenage Girls in a Time of Crisis,7,Economic and Social Research Council | CPP | Abdul Latif Jameel Poverty Action Lab (J-PAL) | International Growth Centre | Stone Centre at University College London | UNICEF | World Bank Group,ok
10.1093/jeea/jvaf047,JEEA,2025,Interest-Based Negotiation over Natural Resources: Experimental Evidence from Liberia,3,"University of California, Los Angeles | University College London | New York University",ok
10.1093/jeea/jvaf052,JEEA,2025,<i>Marshall Lecture 2025:</i> Political Information and Network Effects,0,,ok_no_funders
10.1016/j.jdeveco.2021.102626,JDE,2021,Contract farming and rural transformation: Evidence from a field experiment in Benin,2,University of Illinois at Urbana-Champaign | Bill & Melinda Gates Foundation,ok
