doi,journal_short,publication_year,title,study_setting,study_iso3_list,irb_status,irb_terms_matched,irb_institutions,irb_iso3_list,irb_country_identified,irb_in_study_country,irb_location_class,irb_n_institutions,irb_approval_status,irb_justification,irb_llm_model,irb_llm_prompt_version,snapshot_utc
10.1016/j.jdeveco.2023.103182,JDE,2023,Asset transfers and anti-poverty programs: Experimental evidence from Tanzania,single_country,TZA,ok,IRB,World Bank ; UC San Diego,USA,TRUE,FALSE,foreign_only,2,mentioned_only,"Rule-based match: World Bank, UC San Diego",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103195,JDE,2023,Information and behavior: Evidence from fertilizer quantity recommendations in Bangladesh,single_country,BGD,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103201,JDE,2023,Supporting early childhood development remotely: Experimental evidence from SMS messages,single_country,CRI,ok,IRB | Institutional Review Board,Innovations for Poverty Action (IPA) IRB (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): Innovations for Poverty Action assisted with the project management, field work, and Institutional Review Board (IRB) review. This research was funded by the Inter-American Development Bank (IDB), United States. AEA RCT Registration Number:",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103202,JDE,2023,Providing procedural knowledge: A field experiment to encourage resource conservation in Namibia,single_country,NAM,no_mention,,,,,,no_mention,,,Full-text re-extraction 2026-06-15 (agent-assisted): original term match was spurious; no IRB/ethics statement found in full text.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103215,JDE,2023,Human capital affects religious identity: Causal evidence from Kenya,single_country,KEN,ok,human subjects,UC Berkeley,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: UC Berkeley,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103227,JDE,2023,Discrimination against migrants and its determinants: Evidence from a Multi-Purpose Field Experiment in the Housing Rental Market,single_country,COL,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103238,JDE,2023,"Property rights, factor allocation and household welfare: Experimental evidence from a land titling program in India",single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103242,JDE,2023,Estimating seed demand in the presence of market frictions: Evidence from an auction experiment in Nigeria,single_country,NGA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2023.103244,JDE,2023,Training microentrepreneurs over Zoom: Experimental evidence from Mexico,multi_country,GTM;MEX,ok,human subjects,Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Innovations for Poverty Action,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103263,JDE,2024,A mother’s voice: Impacts of spousal communication training on child health investments,single_country,UGA,ok,Institutional Review Board,Northwestern University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Northwestern University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103264,JDE,2024,Breaking the silence – Group discussions and the adoption of menstrual health technologies,single_country,BGD,ok,ethical/ethics | ethical/ethics approval,"Ethics Commission, Department of Economics, Ludwig-Maximilians-Universitaet Muenchen (LMU) (DEU)",DEU,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This RCT was registered as AEARCTR-0007163. Ethics approval was obtained from the Ethics Commission, Department of Economics, LMU.",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103267,JDE,2024,Improving smallholder agriculture via video-based group extension,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103285,JDE,2024,Is online job training for all? Experimental evidence on the effects of a Coursera program in Costa Rica,single_country,CRI,ok,Institutional Review Board,Innovations for Poverty Action (IPA) Institutional Review Board (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This project was registered on the AEA's RCT Trial Registry at https://doi.org/10.1257/rct.11483-1.0 (Freund et al., 2023) and was approved by the Innovations for Poverty Action Institutional Review Board (#16240).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103288,JDE,2024,Shortening the path to productive investment: Evidence from input fairs and cash transfers in Malawi,single_country,MWI,ok,IRB/ethics (full-text rescan),UCSC (USA); Malawi NCRSH (MWI),MWI;USA,TRUE,TRUE,both,2,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): This study is set in rural Malawi, We thank USAID, United States for funding and GiveDirectly for their collaboration. The research protocol for this study was approved by the IRBs of UCSC and the Malawi NCRSH. This trial is registered as A",,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103294,JDE,2024,Environmental externalities and free-riding in the household,single_country,ZMB,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103295,JDE,2024,"Is the glass half full or half empty? Examining the impact of Swatch Bharat interventions on sanitation and hygiene in rural Punjab, India",single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103305,JDE,2024,Information and immigrant settlement,single_country,PHL,ok,IRB/ethics (full-text rescan),University of Michigan (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): ternational Initiative for Impact Evaluation (3ie), grant number OW4/1171. The views expressed in this article are not necessarily those of 3ie or its members. IRB review was provided by the University of Michigan (HUM00087460). We are deep",,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103311,JDE,2024,"Information frictions, belief updating and internal migration: Evidence from Ghana and Uganda",cross_country,GHA;UGA,ok,IRB/ethics (full-text rescan),Mildmay Uganda REC (UGA); University of Ghana Ethics Committee (GHA); GIGA Ethics Committee (DEU),DEU;GHA;UGA,TRUE,TRUE,both,3,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): eration Agency (KOICA), the Department for International Development (DFID) of the United Kingdom and the companies Sasol, Quoniam Asset Management, and Shell. IRB approval was obtained from the Mildmay Uganda Research Ethics Committee (REC",,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103315,JDE,2024,Punishing mayors who fail the test: How do voters respond to information about educational outcomes?,single_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103317,JDE,2024,Altruism in governance: Insights from randomized training for Pakistan's junior ministers,single_country,PAK,ok,IRB | ethical/ethics,School of Economics Pakistan ethical review board,PAK,TRUE,TRUE,local_only,1,approved,Rule-based match: School of Economics Pakistan ethical review board,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103320,JDE,2024,In-group competition for incentives,single_country,NGA,ok,IRB | Institutional Review Board | human subjects,Michigan State University Institutional Review Board (USA),USA,TRUE,FALSE,foreign_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): This project received human subjects research approval from the Michigan State University Institutional Review Board. [IRB Approval Number: STUDY00003942],local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103330,JDE,2024,How important are matching frictions in the labor market? Experimental &amp; non-experimental evidence from a large Indian firm,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103344,JDE,2024,Supporting small firms in a fragile context: Comparing matching and cash grants in Burkina Faso,single_country,BFA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103345,JDE,2024,Allocating labor across small firms: Experimental evidence on information constraints,single_country,GHA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103346,JDE,2024,Unlocking the benefits of credit through saving,single_country,KEN,ok,IRB/ethics (full-text rescan),"University of California, Berkeley (USA)",USA,TRUE,FALSE,foreign_only,1,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): for partnering with us on the intervention. We gratefully acknowledge funding from the Agricultural Technology Adoption Initiative and Wellspring Advisors LLC. IRB approval for the project was obtained from University of California, Berkele",,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103354,JDE,2024,Social ties at work and effort choice: Experimental evidence from Tanzania,single_country,TZA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103362,JDE,2024,Are students really biased against female professors? — Experimental evidence from India,single_country,IND,ok,IRB,"University Research Board, Ahmedabad University (IND)",IND,TRUE,TRUE,local_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): The study received IRB Ethics Protocol approval from the University Research Board, Ahmedabad University (URBAMSOMI21A2).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103363,JDE,2024,Do entrepreneurial skills unlock opportunities for online freelancing? Experimental evidence from El Salvador,single_country,SLV,ok,Institutional Review Board,Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Innovations for Poverty Action,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103365,JDE,2024,Better together? Group incentives and the demand for prevention,single_country,SLV,ok,ethical/ethics,London School of Economics,GBR,TRUE,FALSE,foreign_only,1,approved,Rule-based match: London School of Economics,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103398,JDE,2024,How does progressivity impact tax morale? Experimental evidence across developing countries,cross_country,COL;GHA;IDN;JOR;LKA;MEX;TZA;ZAF,ok,IRB | ethical/ethics | ethical/ethics approval,Australian National University Human Research Ethics Committee (AUS),AUS,TRUE,FALSE,foreign_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): Ethics approval for this work was processed through the Australian National University Human Research Ethics Committee (Protocol 2021/792).,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103405,JDE,2024,Better strategies for saving more: Evidence from three interventions in Chile,single_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103407,JDE,2024,A tale of framing and screening: How health messaging and house screening affect malaria transmission in Ethiopia,single_country,ETH,ok,IRB,Amhara Region Public Health Institute (ETH),ETH,TRUE,TRUE,local_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): We obtained IRB approval on 21/08/2021 from the Amhara Region Public Health Institute.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103409,JDE,2024,Relaxing multiple agricultural productivity constraints at scale,single_country,KEN,ok,IRB,Strathmore University,KEN,TRUE,TRUE,local_only,1,approved,Rule-based match: Strathmore University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103414,JDE,2024,Going the distance: Hybrid vocational training for women in Nepal,single_country,NPL,ok,Institutional Review Board,University of Florida,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Florida,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103439,JDE,2024,The power of children in energy conservation: Evidence from a randomized controlled trial,single_country,CHN,ok,IRB,Peking University,CHN,TRUE,TRUE,local_only,1,approved,Rule-based match: Peking University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103444,JDE,2024,Loose knots: Strong versus weak commitments to save for education in Uganda,single_country,UGA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103445,JDE,2024,The protective role of index insurance in the experience of violent conflict: Evidence from Ethiopia,single_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2024.103447,JDE,2025,Timing matters: The (very) long-run impacts of cash grants during a crisis,single_country,UGA,ok,IRB,Innovations for Poverty Action ; World Bank,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Innovations for Poverty Action, World Bank",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103452,JDE,2025,Do employers discriminate against married women? Evidence from a field experiment in Egypt,single_country,EGY,ok,IRB | ethical/ethics | human subjects,American University in Cairo,EGY,TRUE,TRUE,local_only,1,approved,Rule-based match: American University in Cairo,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103454,JDE,2025,In search of the holy grail: Post-intervention effects of an unconditional cash transfer program in Zambia,single_country,ZMB,ok,ethical/ethics,University of Zambia ; UNC Chapel Hill,USA;ZMB,TRUE,TRUE,both,2,approved,"Rule-based match: University of Zambia, UNC Chapel Hill",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103457,JDE,2025,The power of dialogue: Forced displacement and social integration amid an Islamist insurgency in Mozambique,single_country,MOZ,ok,IRB | ethical/ethics | ethical/ethics approval,Brown University ; International Growth Centre (LSE/Oxford),GBR;USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Brown University, International Growth Centre (LSE/Oxford)",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103463,JDE,2025,Using satellites and phones to evaluate and promote agricultural technology adoption: Evidence from smallholder farms in India,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103469,JDE,2025,Can SMS interventions increase vaccination? Evidence from the COVID-19 pandemic in Kenya,single_country,KEN,ok,IRB | Institutional Review Board | ethical/ethics,University of Chicago ; Maseno University,KEN;USA,TRUE,TRUE,both,2,approved,"Rule-based match: University of Chicago, Maseno University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103473,JDE,2025,"Therapy, mental health, and human capital accumulation among adolescent girls in Uganda",single_country,UGA,ok,ethical/ethics,NBER ; Makerere University,UGA;USA,TRUE,TRUE,both,2,mentioned_only,"Rule-based match: NBER, Makerere University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103476,JDE,2025,Who benefits from job training programs? Evidence from a high-dosage program in Brazil,single_country,BRA,ok,IRB | ethical/ethics,Fundacao Getulio Vargas,BRA,TRUE,TRUE,local_only,1,approved,Rule-based match: Fundacao Getulio Vargas,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103477,JDE,2025,Estimating impact with surveys versus digital traces: Evidence from randomized cash transfers in Togo,single_country,TGO,ok,IRB | human subjects,UC Berkeley,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: UC Berkeley,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103478,JDE,2025,"Weather shocks, infant mortality, and adaptation: Experimental evidence from Uganda",single_country,UGA,ok,IRB | ethical/ethics,Harvard University ; Uganda National Council for Science & Technology,UGA;USA,TRUE,TRUE,both,2,approved,"Rule-based match: Harvard University, Uganda National Council for Science & Technology",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103480,JDE,2025,Understanding the effects of group composition by risk for violence. Experimental evidence from El Salvador,single_country,SLV,ok,IRB | Institutional Review Board,PUC Chile,CHL,TRUE,FALSE,foreign_only,1,approved,Rule-based match: PUC Chile,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103492,JDE,2025,Compliance and accountability-seeking: Evidence from a field experiment in Argentina,single_country,ARG,ok,ethical/ethics | ethical/ethics approval,Universidad Nacional de San Martin (ARG),ARG,TRUE,TRUE,local_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): The project has been financially supported by the Latin America and the Caribbean Research Network of the Inter-American Development Bank and received ethical approval from University of San Martin.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103496,JDE,2025,Peer learning and technology adoption in a digital farmer-to-farmer network,single_country,TZA,ok,ethical/ethics,McGill University Research and Ethics Board (CAN),CAN,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): The study is registered in the AEA RCT Registry, identifying number ``AEARCTR-0008161'' and was approved by the Research and Ethics Board at McGill University, file number 16-0619.",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103504,JDE,2025,"Lights, camera, school: Information provision though television during COVID-19 times",single_country,PER,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103511,JDE,2025,Incentives and endorsement for technology adoption: Evidence from mobile banking in Ghana,single_country,GHA,ok,ethical/ethics,University of Oxford,GBR,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Oxford,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103514,JDE,2025,Quality signaling and demand for renewable energy technology: Evidence from a randomized field experiment,single_country,SEN,ok,IRB,IRB Solutions (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): IRB approval for this study was obtained from IRB Solutions (Protocol #2016/03/4, 2018-08-17).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103537,JDE,2025,Community monitoring and social accountability in development projects: Experimental evidence from Uganda,single_country,UGA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103540,JDE,2025,Price and prejudice: Gender discrimination in online marketplaces,single_country,PAK,ok,IRB,Lahore University of Management Sciences,PAK,TRUE,TRUE,local_only,1,approved,Rule-based match: Lahore University of Management Sciences,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103545,JDE,2025,Improving school leadership in Rwanda,single_country,RWA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103546,JDE,2025,Persistent yet ameliorable shocks to female entrepreneurship: Experimental evidence from Kenya,single_country,KEN,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103578,JDE,2025,The effect of teacher training and community literacy programming on teacher and student outcomes,single_country,MOZ,ok,Institutional Review Board | ethical/ethics | ethical/ethics approval,Institutional Review Board at IFPRI (USA); Comite Nacional de Bioetica para a Saude (CNBS) de Mocambique (MOZ),MOZ;USA,TRUE,TRUE,both,2,approved,Full-text re-extraction 2026-06-15 (agent-assisted): Ethical approval was provided by the Institutional Review Board at IFPRI and the Comite Nacional de Bioetica para a Saude (CNBS) de Mocambique.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103598,JDE,2025,Can subsidized employment tackle long-term unemployment? Experimental evidence from North Macedonia,single_country,MKD,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103600,JDE,2025,Agricultural technology adoption and deforestation: Evidence from a randomized control trial,single_country,NGA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103601,JDE,2025,"Transfers, information and management advice: Direct effects and complementarities in Malawi",single_country,MWI,ok,ethical/ethics,NONE,,FALSE,FALSE,undetermined,0,mentioned_only,"Full-text re-extraction 2026-06-15 (agent-assisted): As specified in our ethics board application we never intended to run this model due to this consideration, but ex post it offers useful insights when interpreted with appropriate nuance.",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103633,JDE,2025,Migration and sources of discrimination in a social context: Experimental evidence from 15 Latin American countries,cross_country,ARG;BOL;BRA;CHL;COL;CRI;ECU;GTM;HND;MEX;NIC;PAN;PER;PRY;URY,ok,IRB | ethical/ethics | human subjects,"Human Subjects Committee, Faculty of Economics, Business Administration and Information Technology, University of Zurich (CHE)",CHE,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): The project was approved by the Human Subjects Committee of the Faculty of Economics, Business Administration and Information Technology from the University of Zurich on February 12, 2024 (OEC IRB # 2024-013).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103645,JDE,2025,Complementing business training with access to finance: Evidence from SMEs in Kenya,single_country,KEN,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103662,JDE,2025,Unlocking young women’s potential? The impact of a low-cost career guidance program,single_country,IND,ok,ethical/ethics | ethical/ethics approval,IFMR,IND,TRUE,TRUE,local_only,1,approved,Rule-based match: IFMR,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103679,JDE,2025,Large firms and the intensive margin of labor informality evidence from an enforcement intervention in Peru,single_country,PER,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103687,JDE,2025,Remote tutoring in Latin America,cross_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1016/j.jdeveco.2025.103706,JDE,2025,Bring a friend: Leveraging financial and peer support to improve women’s reproductive agency in India,single_country,IND,ok,Institutional Review Board | ethical/ethics | ethical/ethics approval,Northeastern University ; University of Illinois Urbana-Champaign,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Northeastern University, University of Illinois Urbana-Champaign",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1093/ej/ueaf122,EJ,2025,Wheels of Change: Transforming Girls’ Lives with Bicycles,single_country,ZMB,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1093/restud/rdaf006,RES,2025,"Melons as Lemons: Asymmetric Information, Consumer Learning and Seller Reputation",single_country,CHN,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1086/717891,JPE,2021,How Much Does Your Boss Make? The Effects of Salary Comparisons,single_country,,ok,Institutional Review Board,"Institutional Review Board, University of California, Los Angeles (USA)",USA,TRUE,FALSE,undetermined,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This project was reviewed and approved by the Institutional Review Board at the University of California, Los Angeles (IRB 17-001529).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1086/720466,JPE,2022,Poor and Rational: Decision-Making under Scarcity,single_country,ZMB,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1086/724320,JPE,2023,Returns to On-the-Job Soft Skills Training,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1086/726237,JPE,2023,Investing with the Government: A Field Experiment in China,single_country,CHN,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1086/727288,JPE,2023,Impacts of a Large-Scale Parenting Program: Experimental Evidence from Chile,single_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1086/728109,JPE,2023,Augmenting State Capacity for Child Development: Experimental Evidence from India,single_country,IND,ok,Institutional Review Board,University of California,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of California,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1086/728744,JPE,2023,Preschool Quality and Child Development,single_country,COL,ok,IRB/ethics (full-text rescan),Universidad de los Andes (COL); University College London (GBR),COL;GBR,TRUE,TRUE,both,2,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): lts. The views here presented do not represent the Inter-American Development Bank, The World Bank, their boards of directors, or the countries they represent. Ethics Committees at Universidad de los Andes and University College London appr",,,2026-06-10T13:31:38Z
10.1086/732886,JPE,2024,Enhancing Human Capital in Children: A Case Study on Scaling,single_country,MEX,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1086/734133,JPE,2024,Misconduct and Reputation under Imperfect Information,single_country,GHA,ok,Institutional Review Board,"Institutional Review Board, Georgia State University (USA)",USA,TRUE,FALSE,foreign_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): Institutional Review Board approvals for research data collection were obtained from Georgia State University.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1086/735511,JPE,2025,The Allocation of Incentives in Multilayered Organizations: Evidence from a Community Health Program in Sierra Leone,single_country,SLE,ok,Institutional Review Board | ethical/ethics,Government of Sierra Leone,SLE,TRUE,TRUE,local_only,1,approved,Rule-based match: Government of Sierra Leone,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1086/736209,JPE,2025,Can Redistribution Change Policy Views? Aid and Attitudes toward Refugees,multi_country,KEN;UGA,ok,Institutional Review Board,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1086/736212,JPE,2025,Religious Divisions and Production Technology: Experimental Evidence from India,single_country,IND,ok,Institutional Review Board | ethical/ethics | ethical/ethics approval,Duke University ; University of British Columbia,CAN;USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Duke University, University of British Columbia",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20230150,AEJ_Applied,2025,Can Development Programs Counter Insurgencies? Evidence from a Field Experiment in Afghanistan<sup>†</sup>,single_country,AFG,ok,IRB | human subjects,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210180,AEJ_Applied,2021,Discriminatory Lending: Evidence from Bankers in the Lab,single_country,TUR,ok,IRB | Institutional Review Board,Heartland IRB,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Heartland IRB,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20191657,AER,2021,Pay Me Later: Savings Constraints and the Demand for Deferred Payments,single_country,MWI,ok,IRB,NCRSH Malawi (MWI); Innovations for Poverty Action (USA),MWI;USA,TRUE,TRUE,both,2,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This study was reviewed and approved by IRBs in Malawi (NCRSH, protocol number P.08/16/131) and at IPA (protocol number 13888). This study is registered with the AEA RCT Registry under registration number AEARCTR-0001554 (Brune, Chyn, and K",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20190396,AEJ_Applied,2021,Subsidies and the African Green Revolution: Direct Effects and Social Network Spillovers of Randomized Input Subsidies in Mozambique,single_country,MOZ,ok,IRB,University of Michigan,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Michigan,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1162/rest.a.1689,RESTAT,2025,The Long-Term Impact of High School Financial Education: Evidence from Brazil,single_country,BRA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1093/ej/ueaf042,EJ,2025,Do capital grants improve microenterprise productivity?,multi_country,GHA;LKA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1093/ej/ueaf009,EJ,2025,"Yellow Pages: Information, connections and firm performance",single_country,TZA,ok,Institutional Review Board | ethical/ethics,University of Washington,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Washington,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20201112,AER,2022,Reshaping Adolescents' Gender Attitudes: Evidence from a School-Based Experiment in India,single_country,IND,ok,Institutional Review Board,IFMR ; Northwestern University,IND;USA,TRUE,TRUE,both,2,approved,"Rule-based match: IFMR, Northwestern University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
