doi,journal_short,publication_year,title,matched_file,n_pages,has_irb_mention,terms_matched,n_mentions,pages_with_mentions,snippets,extraction_status,snapshot_utc
10.1016/j.jdeveco.2024.103264,JDE,2024,Breaking the silence – Group discussions and the adoption of menstrual health technologies,1-s2.0-S0304387824000130-main.pdf,16,True,ethical/ethics | ethical/ethics approval,4,1,"[p1|ethical/ethics] ...rschungsgemeinschaft through CRC TRR 190 (project number 280092119) is gratefully acknowledged. This RCT was registered as AEARCTR-0007163. Ethics approval was obtained from the Ethics Commission, Department of Economics, LMU. * Corresponding author. E-mail address: s.castro@lmu.de (S....  ||  [p1|ethical/ethics] ...90 (project number 280092119) is gratefully acknowledged. This RCT was registered as AEARCTR-0007163. Ethics approval was obtained from the Ethics Commission, Department of Economics, LMU. * Corresponding author. E-mail address: s.castro@lmu.de (S. Castro). https://doi.org/10.1016/j.jd...  ||  [p1|ethical/ethics approval|despaced] ...ratefullyacknowledged.thisrctwasregisteredasaearctr-0007163.ethicsapprovalwasobtainedfromtheethicscommission,departmentofeconomics,lmu...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103267,JDE,2024,Improving smallholder agriculture via video-based group extension,1-s2.0-S0304387824000166-main.pdf,26,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103285,JDE,2024,Is online job training for all? Experimental evidence on the effects of a Coursera program in Costa Rica,1-s2.0-S0304387824000348-main.pdf,28,True,Institutional Review Board,2,1,"[p1|Institutional Review Board] ...’s RCT Trial Registry at https://doi.org/10.1257/rct.11483-1.0 (Freund et al., 2023) and was approved by the Innovations for Poverty Action Institutional Review Board (#16240). * Corresponding author. E-mail addresses: r.novella@ucl.ac.uk (R. Novella), davidro@iadb.org (D. Rosas-Shady), FRNRIC009@myuct.ac...  ||  [p1|Institutional Review Board|despaced] ...undetal.,2023)andwasapprovedbytheinnovationsforpovertyactioninstitutionalreviewboard(#16240).*correspondingauthor.e-mailaddresses:r.novella@ucl....",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103288,JDE,2024,Shortening the path to productive investment: Evidence from input fairs and cash transfers in Malawi,1-s2.0-S0304387824000373-main.pdf,8,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103294,JDE,2024,Environmental externalities and free-riding in the household,1-s2.0-S0304387824000439-main.pdf,12,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103295,JDE,2024,"Is the glass half full or half empty? Examining the impact of Swatch Bharat interventions on sanitation and hygiene in rural Punjab, India",1-s2.0-S0304387824000440-main.pdf,25,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103305,JDE,2024,Information and immigrant settlement,1-s2.0-S0304387824000543-main.pdf,14,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103311,JDE,2024,"Information frictions, belief updating and internal migration: Evidence from Ghana and Uganda",1-s2.0-S0304387824000609-main.pdf,17,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103315,JDE,2024,Punishing mayors who fail the test: How do voters respond to information about educational outcomes?,1-s2.0-S0304387824000646-main.pdf,24,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103317,JDE,2024,Altruism in governance: Insights from randomized training for Pakistan's junior ministers,1-s2.0-S030438782400066X-main.pdf,14,True,IRB | ethical/ethics,5,1;6;13,"[p1|IRB] ...nir) program, grant ANR-17-EUR-0010. This research has also benefited from financial support of the research foundation TSE-Partnership. An IRB is obtained with IRB Number RERC-022021-01. * Corresponding author. E-mail addresses: smehmood@nes.ru (S. Mehmood), shaheen.naseer@oxfordma...  ||  [p6|IRB] ...ans that the estimated coefficient is at most 20% larger than the true coefficient. 13 The year is anonymized due to confidentiality. 14 An IRB was obtained, and the experiment was approved by School of Economics, Pakistan, Ethical Review Board. 15 Specifically, the dictator game is...  ||  [p6|ethical/ethics] ...13 The year is anonymized due to confidentiality. 14 An IRB was obtained, and the experiment was approved by School of Economics, Pakistan, Ethical Review Board. 15 Specifically, the dictator game is a variant of the ultimatum game where strategic concerns are absent as the proposer sim...  ||  [p13|ethical/ethics] ...that offer a parsimonious foundation for Cappelen, A.W., Nygaard, K., Sørensen, E.Ø., Tungodden, B., 2015. Social preferences in normative ethics besides the two in our study and investigate their the lab: a comparison of students and a representative population. Scand. J. Econ. welfa...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103320,JDE,2024,In-group competition for incentives,1-s2.0-S0304387824000695-main.pdf,16,True,IRB | Institutional Review Board | human subjects,5,11,"[p11|IRB] ...rch approval from the We use the number of registered users as the dependent variable Michigan State University Institutional Review Board.[IRB Approval and the pilot data on this variable (mean, standard deviation and Number:STUDY00003942] intra-cluster correlation) to estimate the...  ||  [p11|human subjects] ...utionalreviewboard tered users was capped at 50 for the power calculation. The adjusted performanceisshowninTableA.2. This project received human subjects research approval from the We use the number of registered users as the dependent variable Michigan State University Institutional Review B...  ||  [p11|Institutional Review Board|despaced] ...lea.1.toapproximateourresearchdesignint1,ifthenumberofregis-institutionalreviewboardtereduserswascappedat50forthepowercalculation.theadjustedper...  ||  [p11|human subjects|despaced] ....theadjustedperformanceisshownintablea.2.thisprojectreceivedhumansubjectsresearchapprovalfromtheweusethenumberofregisteredusersasthed...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103330,JDE,2024,How important are matching frictions in the labor market? Experimental &amp; non-experimental evidence from a large Indian firm,1-s2.0-S0304387824000798-main.pdf,15,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103344,JDE,2024,Supporting small firms in a fragile context: Comparing matching and cash grants in Burkina Faso,1-s2.0-S0304387824000932-main.pdf,17,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103345,JDE,2024,Allocating labor across small firms: Experimental evidence on information constraints,1-s2.0-S0304387824000944-main.pdf,9,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103346,JDE,2024,Unlocking the benefits of credit through saving,1-s2.0-S0304387824000956-main.pdf,9,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103354,JDE,2024,Social ties at work and effort choice: Experimental evidence from Tanzania,1-s2.0-S0304387824001032-main.pdf,18,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103362,JDE,2024,Are students really biased against female professors? — Experimental evidence from India,1-s2.0-S0304387824001111-main.pdf,24,True,IRB,1,4,[p4|IRB] ...te emails prior university in western India in October 2022.8 The project received tothedayoftheexperiment.Theemailalsoinformedthemthatthey IRB approval from the University Research Board of the University. maynotbeinthesameclassroomastheirsectionclassmates. Theuniversityhiresnewfac...,ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103363,JDE,2024,Do entrepreneurial skills unlock opportunities for online freelancing? Experimental evidence from El Salvador,1-s2.0-S0304387824001123-main.pdf,11,True,Institutional Review Board,2,1,"[p1|Institutional Review Board] ...y at https://doi.org/10.1257/rct.12345-1.0(Freelancer, 2022) and the study pro- cedures were approved by the Innovations for Poverty Action Institutional Review Board (#16625). This paper uses confidential primary data. The data can be obtained upon request to the corresponding author. The authors have no...  ||  [p1|Institutional Review Board|despaced] ...studypro-cedureswereapprovedbytheinnovationsforpovertyactioninstitutionalreviewboard(#16625).thispaperusesconfidentialprimarydata.thedatacanbeob...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103365,JDE,2024,Better together? Group incentives and the demand for prevention,1-s2.0-S0304387824001147-main.pdf,14,True,ethical/ethics,2,1,"[p1|ethical/ethics] ...ASEI staff at the Soyapango agency, especially Edwin Montano, and the clinic staff. The study protocols received approval from the Research Ethics Committee of LSE (Ref: 000909b) and the National Ethics Committee for Health Research in El Salvador (Ref: 16/2019). The experiment and pre...  ||  [p1|ethical/ethics] ...tano, and the clinic staff. The study protocols received approval from the Research Ethics Committee of LSE (Ref: 000909b) and the National Ethics Committee for Health Research in El Salvador (Ref: 16/2019). The experiment and pre-analysis plan were registered as AEARCTR-0004690(Lagard...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103398,JDE,2024,How does progressivity impact tax morale? Experimental evidence across developing countries,1-s2.0-S0304387824001470-main.pdf,13,True,IRB | ethical/ethics | ethical/ethics approval,5,1;6,"[p1|ethical/ethics] ...out the excellent guidance provided by Shaelyn Laurie. The author is also very appreciative of Karin Hosking for her copy-editing services. Ethics approval for this work was processed through the Australian National University Human Research Ethics Committee (Protocol 2021/792). E-mail...  ||  [p1|ethical/ethics] ...osking for her copy-editing services. Ethics approval for this work was processed through the Australian National University Human Research Ethics Committee (Protocol 2021/792). E-mail address: choy@worldbank.org. 1 Understanding tax morale is particularly important in developing count...  ||  [p1|ethical/ethics approval|despaced] ...lsoveryappreciativeofkarinhoskingforhercopy-editingservices.ethicsapprovalforthisworkwasprocessedthroughtheaustraliannationaluniversit...  ||  [p6|IRB] ...ion better reflects people’s tax morale country). 8 This survey instrument was translated into the following languages: 10 In line with the IRB approval, the information provided to respondents Spanish (for use in Mexico and Colombia), Arabic (for use in Jordan), Bahasa had to be tr...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103405,JDE,2024,Better strategies for saving more: Evidence from three interventions in Chile,1-s2.0-S0304387824001548-main.pdf,14,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103407,JDE,2024,A tale of framing and screening: How health messaging and house screening affect malaria transmission in Ethiopia,1-s2.0-S0304387824001561-main.pdf,20,True,IRB,1,13,"[p13|IRB] ...ning socialscienceregistry.org/trials/5642AER(Kassie), and we obtained can take off as a market-mediated solution to curb malaria is worth- IRB approval on 21/08/2021 from the Amhara Region Public Health while.However,thislikelyrequiresinterventionsinthecreditmarket. Institute. Appe...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103409,JDE,2024,Relaxing multiple agricultural productivity constraints at scale,1-s2.0-S0304387824001585-main.pdf,14,True,IRB,3,1,[p1|IRB] ...l policy or position of the U.S. Government. This study received financial support from the Global Innovation Fund. Strathmore University’s IRB approved the study (IRB Approval Number: SU/IRB 0062/16). AEA Social Science Registration:AEARCTR-0006675. ∗ Corresponding author. E-mail a...  ||  [p1|IRB] ...s study received financial support from the Global Innovation Fund. Strathmore University’s IRB approved the study (IRB Approval Number: SU/IRB 0062/16). AEA Social Science Registration:AEARCTR-0006675. ∗ Corresponding author. E-mail addresses: jdeutschmann@uchicago.edu(J.W. Deutsch...,ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103414,JDE,2024,Going the distance: Hybrid vocational training for women in Nepal,1-s2.0-S0304387824001639-main.pdf,8,True,Institutional Review Board,2,1,"[p1|Institutional Review Board] ...CTR-0006363) and is available at https://www.socialscienceregistry.org/trials/6363. This research was approved by the University of Florida Institutional Review Board, protocol IRB201602316. ∗ Corresponding author. E-mail address: nick.magnan@colostate.edu(N. Magnan). https://doi.org/10.1016/j.jdeveco.202...  ||  [p1|Institutional Review Board|despaced] .../trials/6363.thisresearchwasapprovedbytheuniversityoffloridainstitutionalreviewboard,protocolirb201602316.∗correspondingauthor.e-mailaddress:nic...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103439,JDE,2024,The power of children in energy conservation: Evidence from a randomized controlled trial,1-s2.0-S0304387824001883-main.pdf,10,True,IRB,2,1;9,"[p1|IRB] ...(#72103007). This project has been registered with the AEA RCT Registry (AEARCTR-0011164) and received approval from the Peking University IRB. ∗ Corresponding author. E-mail address: hyxu@nsd.pku.edu.cn(H. Xu). 1 Electricity and heat generation account for about 40% of the energy...  ||  [p9|IRB] ...nd energy conservation. Proc. AEA RCT Registry (AEARCTR-0011164) and received approval from Natl. Acad. Sci. 112 (6). the Peking University IRB. Ashr i a n f t , e r N p . e , r s B o a n u a , l N sk ., i ll L s ow fa , c il C it ., a t M e c i G nt i e n r n g , e n K e . r , a 2...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103444,JDE,2024,Loose knots: Strong versus weak commitments to save for education in Uganda,1-s2.0-S0304387824001937-main.pdf,15,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103445,JDE,2024,The protective role of index insurance in the experience of violent conflict: Evidence from Ethiopia,1-s2.0-S0304387824001949-main.pdf,23,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2024.103447,JDE,2025,Timing matters: The (very) long-run impacts of cash grants during a crisis,1-s2.0-S0304387824001962-main.pdf,9,True,IRB,1,8,"[p8|IRB] ...University of Connecticut, and the World Bank. This selected as the only outcome in the pre-specification of the long-term project received IRB approval from Innovations for Poverty Action study. In our case, we selected the three outcomes and implemented a (IPA). The analysis under...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103452,JDE,2025,Do employers discriminate against married women? Evidence from a field experiment in Egypt,1-s2.0-S0304387825000033-main.pdf,20,True,IRB | ethical/ethics | human subjects,4,3;17,"[p3|IRB] ...- ienceregistry.org/trials/9534), unless otherwise noted. The study mationtechnology(IT),andmarketing).Thestudyappliedtojobslisted received IRB approval from the American University at Cairo (case on Tunisia’s two largest jobs platforms. The study found positive #2021-2022-135). A d...  ||  [p3|ethical/ethics] ...American University at Cairo (case on Tunisia’s two largest jobs platforms. The study found positive #2021-2022-135). A detailed structured ethical appendix is provided discrimination–infavourofwomen–althoughtherewassubstantial (AppendixB)followingAsieduetal.(2021). heterogeneitybyfield...  ||  [p17|human subjects] ...collection and/or research procedures adherent to privacy, confidentiality, risk- management, and informed consent protocols with regard to human subjects? Are they respectful of community norms, e.g., com- munityconsentnotmerelyindividualconsent,whenappropriate?Aretherepotentialharmstoresearc...  ||  [p17|human subjects|despaced] ...lity,risk-management,andinformedconsentprotocolswithregardtohumansubjects?aretheyrespectfulofcommunitynorms,e.g.,com-munityconsentnot...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103454,JDE,2025,In search of the holy grail: Post-intervention effects of an unconditional cash transfer program in Zambia,1-s2.0-S0304387825000057-main.pdf,18,True,ethical/ethics,1,4,"[p4|ethical/ethics] ...final follow-up round were approved by the University of North Carolina – Chapel Hill Institution Review Board and the University of Zambia Ethics Committee. 8 Balance and attrition tests are also presented in several previous CGP evaluationpapersandreports(AIR,2011;AIR,2014;Handaetal....",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103457,JDE,2025,The power of dialogue: Forced displacement and social integration amid an Islamist insurgency in Mozambique,1-s2.0-S0304387825000082-main.pdf,16,True,IRB | ethical/ethics | ethical/ethics approval,4,1,"[p1|IRB] ...e-analysis plan is registered on the AEA RCT Registry with the unique ID AEARCTR-0009827. Ethics approval was provided by Brown University, IRB protocol 2022003254. This research was generously funded by the International Growth Centre (grants MOZ-22063 and MOZ-22190); the Orlando B...  ||  [p1|ethical/ethics] ...Empis and a fantastic team of enumerators. The pre-analysis plan is registered on the AEA RCT Registry with the unique ID AEARCTR-0009827. Ethics approval was provided by Brown University, IRB protocol 2022003254. This research was generously funded by the International Growth Centre...  ||  [p1|ethical/ethics approval|despaced] ...registeredontheaearctregistrywiththeuniqueidaearctr-0009827.ethicsapprovalwasprovidedbybrownuniversity,irbprotocol2022003254.thisresea...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103463,JDE,2025,Using satellites and phones to evaluate and promote agricultural technology adoption: Evidence from smallholder farms in India,1-s2.0-S0304387825000148-main.pdf,20,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103469,JDE,2025,Can SMS interventions increase vaccination? Evidence from the COVID-19 pandemic in Kenya,1-s2.0-S0304387825000203-main.pdf,9,True,IRB | Institutional Review Board | ethical/ethics,5,1;8,"[p1|Institutional Review Board] ...nancial incentives (Thornton, 2008; Duflo ☆ Registered as AEARCTR-0009930. This project received ethics review by the University of Chicago Institutional Review Board and the Maseno University Ethics Review Committee. We gratefully acknowledge funding from the Bill and Melinda Gates Foundation (Grant ID:...  ||  [p1|ethical/ethics] ...ion (Louw et al., and Maedche, 2019) and financial incentives (Thornton, 2008; Duflo ☆ Registered as AEARCTR-0009930. This project received ethics review by the University of Chicago Institutional Review Board and the Maseno University Ethics Review Committee. We gratefully acknowledge...  ||  [p1|ethical/ethics] ...d as AEARCTR-0009930. This project received ethics review by the University of Chicago Institutional Review Board and the Maseno University Ethics Review Committee. We gratefully acknowledge funding from the Bill and Melinda Gates Foundation (Grant ID: INV-039253). We thank our partner...  ||  [p1|Institutional Review Board|despaced] ...9930.thisprojectreceivedethicsreviewbytheuniversityofchicagoinstitutionalreviewboardandthemasenouniversityethicsreviewcommittee.wegratefullyackn...  ||  [p8|IRB] ...aily calls received 12.31 13.46 98 Shares phone 0.06 0.24 98 Acknowledgments c. COVID-19 Has had COVID-19 0.05 0.22 98 The authors obtained IRB approval from the University of Chicago Very worried about COVID-19 0.13 0.34 105 Moderately worried about COVID-19 0.02 0.14 105 (IRB22-00...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103473,JDE,2025,"Therapy, mental health, and human capital accumulation among adolescent girls in Uganda",1-s2.0-S0304387825000240-main.pdf,16,True,ethical/ethics,2,15,"[p15|ethical/ethics] ...f l r e a r n , d J o ., m U i d ze ry d , e C v .R al . u , a 2 t 0 io 2 n 4 s . U in n c lo o w nd i a t n io d n a m l i c d a d s l h e Ethical review committees at Makerere University Higher Degrees, Re- income countries. Technical report, National Bureau of Economic Research. sear...  ||  [p15|ethical/ethics] ...committees at Makerere University Higher Degrees, Re- income countries. Technical report, National Bureau of Economic Research. search and Ethics Committee (Uganda, Protocol 552), Uganda National Cuijpers, P., Donker, T., Weissman, M.M., Ravitz, P., Cristea, I.A., 2016. Interpersonal...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103476,JDE,2025,Who benefits from job training programs? Evidence from a high-dosage program in Brazil,1-s2.0-S0304387825000276-main.pdf,16,True,IRB | ethical/ethics,3,1;3,"[p1|IRB] ...c grant from funding agencies in the public, commercial, or not-for-profit sectors. This study was approved by FGV’s Research Ethics Board (IRB Approval Number 11/2020). Any findings or conclusions expressed are those of the authors. ∗ Corresponding author. E-mail addresses: daniel....  ||  [p3|ethical/ethics] ...mesters. In-class training consists of both (i) 6 months studying general subjects (e.g., math, Portuguese, manage- 2. Background ment, and ethics) and (ii) 12 months dedicated to occupation-specific skills training (subjects focused on the specific chosen field). The on- Bahia – a lar...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103477,JDE,2025,Estimating impact with surveys versus digital traces: Evidence from randomized cash transfers in Togo,1-s2.0-S0304387825000288-main.pdf,19,True,IRB | human subjects,4,1;3,"[p1|IRB] ...Foundation for support under CAREER Grant IIS-1942702. This trial was pre-registered with the American Economic Association Registry #7590. IRB approval was obtained from the U.C. Berkeley Committee for the Protection of Human Subjects (Protocol #2020-05-13281). ∗ Corresponding auth...  ||  [p1|human subjects] ...red with the American Economic Association Registry #7590. IRB approval was obtained from the U.C. Berkeley Committee for the Protection of Human Subjects (Protocol #2020-05-13281). ∗ Corresponding author. E-mail addresses: emilyaiken@berkeley.edu (E. Aiken), suzanne.bellue@ensae.fr (S. Bellue...  ||  [p1|human subjects|despaced] ...valwasobtainedfromtheu.c.berkeleycommitteefortheprotectionofhumansubjects(protocol#2020-05-13281).∗correspondingauthor.e-mailaddresse...  ||  [p3|IRB] .... endline samples, so we conduct the balance checks on time-invariant variables 9 Following the data protection procedures described in our IRB proto- of the endline survey. col, we pseudonymized or removed all personally identifying information, 7 Appendix Table S.3 provides additi...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103478,JDE,2025,"Weather shocks, infant mortality, and adaptation: Experimental evidence from Uganda",1-s2.0-S030438782500029X-main.pdf,19,True,IRB | ethical/ethics,3,13,"[p13|IRB] ...officials from the Uganda Ministry of Health. The trial was approved by the ethics committee of Fondazione IRCSS (D2291696), by the Harvard IRB (protocol P20141-101), by the Uganda National Council for Science and Technology (UNCST) (SS3195), and by the IRB Office of the Joint Clini...  ||  [p13|IRB] ...D2291696), by the Harvard IRB (protocol P20141-101), by the Uganda National Council for Science and Technology (UNCST) (SS3195), and by the IRB Office of the Joint Clinical Research Center (JCRC) in Uganda. The trial was registered in the Pan African Clinical Trials Registry (#PACTR...  ||  [p13|ethical/ethics] ...ernational public health and health service research as well as officials from the Uganda Ministry of Health. The trial was approved by the ethics committee of Fondazione IRCSS (D2291696), by the Harvard IRB (protocol P20141-101), by the Uganda National Council for Science and Technolo...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103480,JDE,2025,Understanding the effects of group composition by risk for violence. Experimental evidence from El Salvador,1-s2.0-S0304387825000318-main.pdf,16,True,IRB | Institutional Review Board,3,1,[p1|IRB] ...s. This research is registered in the AEA RCT Registry under the unique identifying number AEARCTR-0001602. The Institutional Review Board (IRB) at thePontificia Universidad Catolica de Chilereviewed and approved this study’s protocol on April 2016 under ID 160314001. ∗ Corresponden...  ||  [p1|Institutional Review Board|despaced] ...ctregistryundertheuniqueidentifyingnumberaearctr-0001602.theinstitutionalreviewboard(irb)atthepontificiauniversidadcatolicadechilereviewedandapp...,ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103492,JDE,2025,Compliance and accountability-seeking: Evidence from a field experiment in Argentina,1-s2.0-S0304387825000434-main.pdf,13,True,ethical/ethics | ethical/ethics approval,3,12,"[p12|ethical/ethics] ...Research Network of the compliance through the threat of sanctions. These results are broadly Inter-American Development Bank and received ethical approval from consistent with the proposition that compliance-inducing interventions University of San Martín. Agustin Berasategui, Ana Alb...  ||  [p12|ethical/ethics approval|despaced] ...eseresultsarebroadlyinter-americandevelopmentbankandreceivedethicalapprovalfromconsistentwiththepropositionthatcompliance-inducinginter...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103496,JDE,2025,Peer learning and technology adoption in a digital farmer-to-farmer network,1-s2.0-S0304387825000471-main.pdf,14,True,ethical/ethics,1,1,"[p1|ethical/ethics] ...Chat platform. The study is registered in the AEA RCT Registry, identifying number ‘‘AEARCTR-0008161’’ and was approved by the Research and Ethics Board at McGill University, file number 16-0619. Declarations of interest: none. All errors remain the authors’ alone. ∗ Corresponding auth...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103504,JDE,2025,"Lights, camera, school: Information provision though television during COVID-19 times",1-s2.0-S0304387825000550-main.pdf,11,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103511,JDE,2025,Incentives and endorsement for technology adoption: Evidence from mobile banking in Ghana,1-s2.0-S0304387825000628-main.pdf,16,True,ethical/ethics,1,1,"[p1|ethical/ethics] ...asa and Ninan Theradapuzha for excellent research assistance. This study was approved by Oxford University Department of Economics Research Ethics Board under ECONCIA21-22-06, the University of Ghana under ECH 083/ 20–21 and is registered in the AEA RCT Registry with the identifying nu...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103514,JDE,2025,Quality signaling and demand for renewable energy technology: Evidence from a randomized field experiment,1-s2.0-S0304387825000653-main.pdf,15,True,IRB,3,13,"[p13|IRB] ...a l o f D e v e l o p m e n t E c o n o m ic s 176 (2025) 103514 at relatively low cost to both the supplier and the buyer.31Our finding of IRB approval significant effects of the warranty suggests that households believed Total Senegal would honor the warranty even though the lamps...  ||  [p13|IRB] ...l significant effects of the warranty suggests that households believed Total Senegal would honor the warranty even though the lamps in the IRB approval for this study was obtained from IRB Solutions (Pro- respective treatment group were sold by a different party. However, as tocol...  ||  [p13|IRB] ...that households believed Total Senegal would honor the warranty even though the lamps in the IRB approval for this study was obtained from IRB Solutions (Pro- respective treatment group were sold by a different party. However, as tocol #2016/03/4, 2018–08–17). the offers were made...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103537,JDE,2025,Community monitoring and social accountability in development projects: Experimental evidence from Uganda,1-s2.0-S0304387825000884-main.pdf,19,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103540,JDE,2025,Price and prejudice: Gender discrimination in online marketplaces,1-s2.0-S0304387825000914-main.pdf,18,True,IRB,1,1,"[p1|IRB] ...c Republic of Pakistan and Sewanee: The University of the South. This research was approved by the Lahore University of Management Sciences IRB and registered on the AEA RCT registry, ref. AEARCTR-0009049. In preparing this manuscript, we utilized ChatGPT, a language generation mode...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103545,JDE,2025,Improving school leadership in Rwanda,1-s2.0-S0304387825000963-main.pdf,16,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103546,JDE,2025,Persistent yet ameliorable shocks to female entrepreneurship: Experimental evidence from Kenya,1-s2.0-S0304387825000975-main.pdf,15,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103578,JDE,2025,The effect of teacher training and community literacy programming on teacher and student outcomes,1-s2.0-S0304387825001294-main.pdf,10,True,Institutional Review Board | ethical/ethics | ethical/ethics approval,5,5,"[p5|Institutional Review Board] ...ailable for recording the EGRA. their enrollment with the deputy school director two years later, when Ethical approval was provided by the Institutional Review Board at they would be in grade six). Student attendance is measured using a IFPRI and the Comité Nacional de Bioética para a Saúde (CNBS) de stu...  ||  [p5|Institutional Review Board|despaced] ...ooldirectortwoyearslater,whenethicalapprovalwasprovidedbytheinstitutionalreviewboardattheywouldbeingradesix).studentattendanceismeasuredusingaif...  ||  [p5|ethical/ethics approval|despaced] ...theirenrollmentwiththedeputyschooldirectortwoyearslater,whenethicalapprovalwasprovidedbytheinstitutionalreviewboardattheywouldbeingrade...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103598,JDE,2025,Can subsidized employment tackle long-term unemployment? Experimental evidence from North Macedonia,1-s2.0-S030438782500149X-main.pdf,13,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103600,JDE,2025,Agricultural technology adoption and deforestation: Evidence from a randomized control trial,1-s2.0-S0304387825001518-main.pdf,16,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103601,JDE,2025,"Transfers, information and management advice: Direct effects and complementarities in Malawi",1-s2.0-S030438782500152X-main.pdf,16,True,ethical/ethics,1,14,"[p14|ethical/ethics] ...ceived either the bundled or transfer only intervention in the first year, but these gains persisted into the second 29 As specified in our ethics board application we never intended to run year only for those that received the bundled intervention. The farm this model due to this cons...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2025.103633,JDE,2025,Migration and sources of discrimination in a social context: Experimental evidence from 15 Latin American countries,1-s2.0-S0304387825001841-main.pdf,8,True,IRB | ethical/ethics | human subjects,4,7,"[p7|IRB] ...Tech- belonging to a professional team’s academy could also signal informa- nology from the University of Zurich on February 12, 2024 (OEC IRB # tion about compositional ability, e.g., “If a professional team wants to 2024-013). The study was pre-registered with the AEA RCT Registr...  ||  [p7|ethical/ethics] ...removed to promote equal treatment. Discrimination against other local minorities, protect participant privacy and ensure com pliance with ethical such as the population of African descent or natives, requires further guidelines. attention. Lastly, future research should also bear in m...  ||  [p7|human subjects] ...ented in Section 3, we hypothesized that the individual productivity signal affects the perception of indi- The project was approved by the Human Subjects Committee of the vidual ability a. It is not inconceivable, though, that the signal of Faculty of Economics, Business Administration and In...  ||  [p7|human subjects|despaced] ...ysignalaffectstheperceptionofindi-theprojectwasapprovedbythehumansubjectscommitteeofthevidualabilitya.itisnotinconceivable,though,tha...",ok,2026-06-09T21:32:24Z
