openalex_id,n_authors,n_female,n_male,n_undetermined,n_determined,share_female_of_determined,any_female,first_author_gender,last_author_gender,all_undetermined
https://openalex.org/W4404528558,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3143395495,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4414150976,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W7105826787,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4389403077,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3124139196,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4389403021,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4389403054,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4389403060,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4412645045,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4412645155,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4412645657,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W3159624749,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3137323337,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W4324029325,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4402076272,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3005464981,5,2,3,0,5,0.4000,TRUE,male,female,FALSE
https://openalex.org/W4285456888,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4213066125,5,1,4,0,5,0.2000,TRUE,male,female,FALSE
https://openalex.org/W4378529999,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3025831215,9,1,8,0,9,0.1111,TRUE,male,male,FALSE
https://openalex.org/W4313856386,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4395095590,5,0,5,0,5,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4313422802,4,1,3,0,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W3098299402,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3124047731,4,0,3,1,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4297453869,3,2,1,0,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4378529872,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W4307137751,3,1,0,2,1,1.0000,TRUE,undetermined,female,FALSE
https://openalex.org/W4313856532,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4295226658,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4391211865,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4412698073,4,2,2,0,4,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4400164007,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W2909577860,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4210257269,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4382284237,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4226477110,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4407240810,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4405433330,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4410551518,3,2,1,0,3,0.6667,TRUE,female,female,FALSE
https://openalex.org/W4403145100,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4406606135,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4410841625,6,4,2,0,6,0.6667,TRUE,female,female,FALSE
https://openalex.org/W4405436871,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W3175614040,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4396837934,5,2,3,0,5,0.4000,TRUE,male,male,FALSE
https://openalex.org/W4411847034,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4406787296,2,1,0,1,1,1.0000,TRUE,female,undetermined,FALSE
https://openalex.org/W4415306442,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W4413164480,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W3122622522,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3124607335,4,2,2,0,4,0.5000,TRUE,female,female,FALSE
https://openalex.org/W3217702237,5,4,1,0,5,0.8000,TRUE,female,male,FALSE
https://openalex.org/W3124589730,4,2,2,0,4,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4230697748,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W3124135635,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4361212271,3,0,2,1,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3007738595,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392200963,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W3211977281,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2262212231,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4380563761,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4210301779,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4406650511,2,0,1,1,1,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4283722583,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3198801792,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4223467523,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4319043703,3,1,1,1,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3205472959,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3162795466,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W4224216440,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4387449673,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4321502693,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4319041730,3,2,1,0,3,0.6667,TRUE,female,female,FALSE
https://openalex.org/W4404627245,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4224251662,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3121829995,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4319041392,3,0,2,1,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3145632140,6,5,1,0,6,0.8333,TRUE,female,female,FALSE
https://openalex.org/W4385856661,5,2,3,0,5,0.4000,TRUE,male,male,FALSE
https://openalex.org/W4391579687,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4404581944,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3206922523,5,1,4,0,5,0.2000,TRUE,male,male,FALSE
https://openalex.org/W4221124132,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4385856555,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4319043551,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4409540755,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4390972679,5,1,4,0,5,0.2000,TRUE,male,male,FALSE
https://openalex.org/W4407898260,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4409541642,5,1,3,1,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W4415623274,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4413345928,4,0,3,1,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4361218628,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4401880819,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4407898340,4,1,3,0,4,0.2500,TRUE,female,male,FALSE
https://openalex.org/W4413511882,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3121680671,3,1,1,1,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3125216048,2,1,0,1,1,1.0000,TRUE,female,undetermined,FALSE
https://openalex.org/W4361210783,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4413273755,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4413011903,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4415400781,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3159393143,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4386949506,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W3126140529,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4205953076,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4362636577,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4212914335,4,0,3,1,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4285218874,5,0,2,3,2,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4285295333,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4316194326,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4389355026,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2907268177,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392688307,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3039637503,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4382241210,6,3,2,1,5,0.6000,TRUE,undetermined,female,FALSE
https://openalex.org/W3141251312,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W3124792110,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3143306836,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4402254742,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4403717990,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4384826860,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4293567374,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4409022843,3,3,0,0,3,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3123753161,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4287033299,5,0,5,0,5,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4408387568,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4413859318,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392688323,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4398474429,4,1,3,0,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W4414722861,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3176796431,4,2,2,0,4,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3201724939,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2920888380,2,1,0,1,1,1.0000,TRUE,undetermined,female,FALSE
https://openalex.org/W3125651330,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3121802073,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3158719009,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4400812188,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4408141482,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4401894335,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4405638086,4,1,2,1,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4410615031,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4402373278,2,0,1,1,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4405849288,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4414534689,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2560902989,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3183258333,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4383500007,4,1,2,1,3,0.3333,TRUE,undetermined,male,FALSE
https://openalex.org/W2913462970,3,2,1,0,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4323045000,4,0,3,1,3,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4402431240,3,2,1,0,3,0.6667,TRUE,male,female,FALSE
https://openalex.org/W4400001554,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4412826576,3,0,1,2,1,0.0000,FALSE,undetermined,undetermined,FALSE
https://openalex.org/W4413802704,4,1,3,0,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W4414560252,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4399071992,5,0,5,0,5,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392344553,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4406431821,5,1,4,0,5,0.2000,TRUE,male,male,FALSE
https://openalex.org/W4409591289,4,0,3,1,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3142171138,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392389003,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4405757723,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4409987438,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4410312096,5,2,3,0,5,0.4000,TRUE,female,female,FALSE
https://openalex.org/W3140082355,3,1,1,1,2,0.5000,TRUE,undetermined,male,FALSE
https://openalex.org/W4405354213,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4414474387,5,1,4,0,5,0.2000,TRUE,female,male,FALSE
https://openalex.org/W4414923747,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W7117134021,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4288451371,4,1,2,1,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W1496925680,4,1,3,0,4,0.2500,TRUE,female,male,FALSE
https://openalex.org/W3163058274,4,1,2,1,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W3181373501,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3159836638,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4288451168,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3160200580,7,0,7,0,7,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3113070556,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W4280509443,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4319340050,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4288450911,4,3,1,0,4,0.7500,TRUE,male,female,FALSE
https://openalex.org/W4220936541,4,2,2,0,4,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3139433697,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3126963083,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3139764262,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W3195863447,3,0,0,3,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3208680172,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4309650775,3,1,1,1,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W3160495387,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W4254147573,2,0,0,2,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3162053653,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4392906867,4,2,1,1,3,0.6667,TRUE,female,female,FALSE
https://openalex.org/W4288451347,7,3,4,0,7,0.4286,TRUE,male,male,FALSE
https://openalex.org/W4319339779,3,1,1,1,2,0.5000,TRUE,female,undetermined,FALSE
https://openalex.org/W3195953321,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3196261467,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4406973369,4,2,2,0,4,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4319338227,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4283362689,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4390904490,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4402823960,2,0,1,1,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4406973270,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3082508876,6,0,5,1,5,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4200617493,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4378978845,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W2999729048,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3147202947,5,2,3,0,5,0.4000,TRUE,female,male,FALSE
https://openalex.org/W3132904209,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4366817615,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3158009196,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4280500671,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3176039366,5,2,3,0,5,0.4000,TRUE,male,male,FALSE
https://openalex.org/W4245996205,2,0,0,2,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3177618888,4,2,2,0,4,0.5000,TRUE,female,female,FALSE
https://openalex.org/W2914641032,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W3186434107,5,1,4,0,5,0.2000,TRUE,male,male,FALSE
https://openalex.org/W4280587356,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4309651045,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4387967947,5,3,2,0,5,0.6000,TRUE,male,female,FALSE
https://openalex.org/W3047241722,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3124378401,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3125622154,3,0,1,2,1,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4220695838,5,1,3,1,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4402824011,3,1,1,1,2,0.5000,TRUE,undetermined,female,FALSE
https://openalex.org/W3080245631,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3126545036,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4297983782,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4361195810,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4220837215,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3188496642,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392907003,2,0,1,1,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4402839664,8,4,4,0,8,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4387969538,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W3156607459,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4392730727,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4392730728,3,3,0,0,3,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4409727018,4,1,2,1,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4309651019,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4401872750,3,0,1,2,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4401872810,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4408388108,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4409727779,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4406973289,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4415598670,3,0,2,1,2,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4415675018,3,2,1,0,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4406973363,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4415675028,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4309650931,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4319338161,4,0,3,1,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3194051044,3,2,1,0,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4297963703,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W3126204654,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4297963749,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4366817471,2,0,1,1,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4392730737,5,3,2,0,5,0.6000,TRUE,female,male,FALSE
https://openalex.org/W4399301357,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4408349261,9,1,7,1,8,0.1250,TRUE,male,male,FALSE
https://openalex.org/W3184369363,5,1,4,0,5,0.2000,TRUE,female,male,FALSE
https://openalex.org/W3210822660,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4378978936,4,1,3,0,4,0.2500,TRUE,female,male,FALSE
https://openalex.org/W4392730731,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W3151633646,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W3193359502,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4388189187,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4200548792,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392927918,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4404056063,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4417516214,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4288451918,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4396668477,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4404691712,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4387542529,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3201910300,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4302579325,5,2,3,0,5,0.4000,TRUE,male,male,FALSE
https://openalex.org/W4221020958,5,1,3,1,4,0.2500,TRUE,female,male,FALSE
https://openalex.org/W4408388116,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4378978686,3,0,2,1,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4389472863,3,2,0,1,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4404056070,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4392927849,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4399765155,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4401872786,3,1,1,1,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4404691647,3,2,1,0,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4414144626,4,0,0,4,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W3193888294,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4415598714,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3123861185,3,1,1,1,2,0.5000,TRUE,undetermined,male,FALSE
https://openalex.org/W3124026149,4,2,2,0,4,0.5000,TRUE,female,male,FALSE
https://openalex.org/W3193428555,3,1,1,1,2,0.5000,TRUE,undetermined,female,FALSE
https://openalex.org/W3198118477,5,1,4,0,5,0.2000,TRUE,male,male,FALSE
https://openalex.org/W4409727461,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4409727787,3,0,1,2,1,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4412444307,3,1,0,2,1,1.0000,TRUE,undetermined,female,FALSE
https://openalex.org/W4412444342,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4412444362,2,0,1,1,1,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4414144478,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4414158005,4,1,3,0,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W4414158283,3,0,1,2,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4415598690,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4415674913,6,3,3,0,6,0.5000,TRUE,male,male,FALSE
https://openalex.org/W4415675031,3,2,1,0,3,0.6667,TRUE,female,female,FALSE
https://openalex.org/W4417516293,4,1,3,0,4,0.2500,TRUE,female,male,FALSE
https://openalex.org/W4417516295,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4417516378,4,2,1,1,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4417516426,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4417516546,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W7116362762,3,2,1,0,3,0.6667,TRUE,male,female,FALSE
https://openalex.org/W7116374815,3,2,1,0,3,0.6667,TRUE,male,female,FALSE
https://openalex.org/W3159116975,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4246204910,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4307643587,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3158803945,3,2,1,0,3,0.6667,TRUE,male,female,FALSE
https://openalex.org/W3215200232,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4241645629,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3202807597,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W3164042107,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4321512157,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3169860430,3,1,2,0,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4229019268,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4309670927,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4220886662,3,2,1,0,3,0.6667,TRUE,female,female,FALSE
