journal_short,journal_full,publication_year,publication_date,volume,issue,first_page,last_page,doi,title,authors,abstract,abstract_source,jel_codes,jel_codes_o_only,is_development,dev_filter_source,dev_llm_classification,dev_llm_justification,rct_classification,rct_subtype,rct_confidence,rct_justification,openalex_id,snapshot_utc,dev_llm_model,dev_llm_prompt_version,rct_llm_model,rct_llm_prompt_version
JPE,Journal of Political Economy,2023,2023-06-14,132,1,248,294,10.1086/726237,Investing with the Government: A Field Experiment in China,Emanuele Colonnelli; Li Bo; Ernest Liu,"We conduct a large-scale, nondeceptive field experiment to elicit preferences for government participation in China's venture capital and private equity market. Our main result is that the average firm dislikes investors with government ties. We show that such dislike is not present with government-owned firms and that this dislike is highest with best-performing firms. Additional results and surveys suggest that political interference in decision-making is the leading reason why government investors are unattractive to private firms. Overall, our findings point to the limits of a model of “state capitalism” that strongly relies on the complementarity between private firms and government capital to drive high-growth entrepreneurship and innovation.",openalex,D22;G24;G32;L26;L32;P31;P34,,TRUE,country_match,,,yes,field_experiment,high,"The abstract explicitly describes a 'large-scale, nondeceptive field experiment' to elicit preferences, indicating random assignment in a real-world setting with actual firms in China's venture capital market.",https://openalex.org/W4380563761,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2021,2021-08-27,130,1,210,257,10.1086/717045,Rationing the Commons,Nicholas Ryan; Anant Sudarshan,"Common resources may be managed with inefficient policies for the sake of equity. We study how rationing the commons shapes the efficiency and equity of resource use in the context of agricultural groundwater use in Rajasthan, India. We find that rationing binds on input use, such that farmers, despite trivial prices for water extraction, use roughly the socially optimal amount of water on average. The rationing regime is still grossly inefficient, because it misallocates water across farmers, lowering productivity. Pigouvian reform would increase agricultural surplus by 12% of household income yet fall well short of a Pareto improvement over rationing.",openalex,O13;Q15;Q21;Q25;Q28,O13,TRUE,jel_o1_o2_code,,,no,n/a,high,"This is an observational study analyzing the effects of an existing rationing policy on groundwater use in India, with no mention of randomized assignment to treatment conditions.",https://openalex.org/W4210301779,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2025,2025-01-21,133,7,2180,2228,10.1086/734873,Policy Experimentation in China: The Political Economy of Policy Learning,Shaoda Wang; David Y. Yang,"Governments use policy experiments to facilitate learning, but the nature and effects of these experiments remain unclear. We analyze China's policy experimentation since 1980—among the most systematic in history—and document three facts. First, most experiments exhibit positive sample selection. Second, local politicians exert excessive efforts during experiments that are not replicable during policies’ national rollout. Third, the central government is not fully sophisticated when interpreting experimentation outcomes. These facts suggest that policy learning may be biased and national policies may be distorted. Thus, while China’s institutions enable experimentation at an unparalleled scale, the complex political environments can also limit effective policy learning.",openalex,D72;D78;O17,O17,TRUE,jel_o1_o2_code,,,no,n/a,high,"This is an observational analysis of China's historical policy experimentation system since 1980, not a researcher-designed randomized controlled trial of a specific intervention.",https://openalex.org/W4406650511,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2022,2022-06-29,131,2,549,591,10.1086/721619,Large-Scale Education Reform in General Equilibrium: Regression Discontinuity Evidence from India,Gaurav Khanna,"The economic consequences of large-scale government investments in education depend on general equilibrium effects in both the labor market and the education sector. I develop a general equilibrium model capturing the consequences of massive countrywide schooling initiatives. I provide unbiased estimates of the model’s elasticities, using a regression discontinuity derived from Indian government policy. The earnings returns to a year of education are 13.4%, and the general equilibrium labor market effects substantially depress returns, by 6.6 percentage points. These general equilibrium effects have distributional consequences across cohorts and skill groups, whereby unskilled workers are better off and skilled workers worse off.",openalex,H75;I21;J24;O15,O15,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses a regression discontinuity design based on government policy cutoffs, not random assignment to treatment by researchers or implementers.",https://openalex.org/W4283722583,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2021,2021-08-27,130,1,48,93,10.1086/717042,Cooperative Property Rights and Development: Evidence from Land Reform in El Salvador,Eduardo Montero,"In cooperative property rights systems, workers jointly own and manage production, whereas in outside-ownership systems, an owner contracts workers. Despite a rich literature on how the allocation of property rights matters for specialization, efficiency, and equity, little causal evidence exists. During a land reform in El Salvador in 1980, the military government reorganized properties owned by individuals with cumulative landholdings over 500 hectares into cooperatives; properties below this threshold remained as outside-owned properties. Using the discontinuous probability of cooperative formation, I provide evidence on the effects of cooperative property rights relative to outside ownership on specialization, productivity, and worker equity.",openalex,D24;K11;O13;Q12;Q13;Q24,O13,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses a regression discontinuity design based on a historical land reform policy threshold, not random assignment by researchers to treatment conditions.",https://openalex.org/W3198801792,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2022,2022-04-12,130,9,2361,2410,10.1086/720395,Economic Preferences across Generations and Family Clusters: A Large-Scale Experiment in a Developing Country,Shyamal Chowdhury; Matthias Sutter; Klaus F. Zimmermann,"Our large-scale experiment with 542 families from rural Bangladesh finds substantial intergenerational persistence of economic preferences. Both mothers' and fathers' risk, time, and social preferences are significantly (and largely to the same degree) positively correlated with their children's economic preferences, even when controlling for personality traits and socioeconomic background. We discuss possible transmission channels and are the first to classify all families into one of two clusters, with either relatively patient, risk-tolerant, and prosocial members or relatively impatient, risk averse, and spiteful members. Classifications correlate with socioeconomic background variables. We find that our results differ from evidence for rich countries.",openalex,J12;O15;O18,O15;O18,TRUE,jel_o1_o2_code,,,no,n/a,high,This is a lab-in-the-field experiment measuring economic preferences across family members without any real-world intervention or treatment assignment; it is purely preference elicitation to study intergenerational correlation.,https://openalex.org/W4223467523,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-02-02,131,8,2165,2208,10.1086/724320,Returns to On-the-Job Soft Skills Training,Achyuta Adhvaryu; Namrata Kala; Anant Nyshadham,"We estimate productivity gains of 13.5% from workplace soft skills training among Indian garment workers. Productivity gains are greater when trainees work on joint operations alongside other coworkers, consistent with gains being driven by improved teamwork and collaboration. Furthermore, untreated coworkers on the treated production lines also show increased productivity. These improvements in the teamwork substitute for managerial attention. Despite productivity gains and higher promotion probabilities among treated workers, there are no effects on wages or retention, consistent with frictions in this labor market. Consequently, the net return to the firm was large: 256% 8 months after program completion.",openalex,J24;J31;L23;L67;M12;M53;O15,O15,TRUE,jel_o1_o2_code,,,yes,cluster,high,"The abstract describes a workplace training intervention with treated and untreated workers on production lines, measuring productivity effects and spillovers, consistent with cluster-randomized assignment at the production line level.",https://openalex.org/W4319043703,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2025,2025-01-09,133,6,1705,1756,10.1086/734725,"Climate Change, the Food Problem, and the Challenge of Adaptation through Sectoral Reallocation",Ishan Nath,"This paper evaluates the potential for global reallocation between agricultural and nonagricultural production to contribute to climate change adaptation. Empirical estimates using a global sample of firms suggest that rising temperatures reduce productivity less in nonagriculture than angriculture, implying large potential gains if hot countries could increase food imports and shift labor toward manufacturing. However, model counterfactuals show that subsistence consumption needs and high trade barriers combine to create a “food problem” in which climate change instead intensifies agricultural specialization in especially vulnerable regions. Simulations suggest that reducing trade barriers can significantly reduce climate damages, especially in poor countries.",openalex,D24;F13;L60;O13;O14;Q17;Q54,O13;O14,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses empirical estimates from observational firm data and structural model counterfactuals/simulations to study climate change adaptation, with no randomized intervention described.",https://openalex.org/W3205472959,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-05-02,132,1,200,247,10.1086/725703,O-Ring Production Networks,Banu Demir; Ana Cecília Fieler; Daniel Yi Xu; Kelly Kaili Yang,"We document strong skill matching in Turkish firms’ production networks. Additionally, in the data, export demand shocks from rich countries increase firms’ skill intensity and their trade with skill-intensive domestic partners. We explain these patterns using a quantitative model with heterogeneous firms, quality choices, and endogenous networks. A counterfactual economy-wide export demand shock of 5% leads both exporters and nonexporters to upgrade quality, raising the average wage by 1.2%. This effect is nine times the effect in a scenario without interconnected quality choices. We use the model to study the conditions for the success of export promotion policies.",openalex,D22;F14;J24;L14;L15;O14;O19,O14;O19,TRUE,jel_o1_o2_code,,,no,n/a,high,This paper uses observational data on Turkish firms with a structural model and counterfactual simulations to study production networks; there is no randomized intervention.,https://openalex.org/W3162795466,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2022,2022-04-19,130,11,2862,2897,10.1086/720466,Poor and Rational: Decision-Making under Scarcity,Dietmar Fehr; Günther Fink; B. Kelsey Jack,"We investigate the link between poverty and decision-making in a sample of farmers in Zambia, who were given the opportunity to exchange randomly assigned household items for alternative items of similar value. Analyzing a total of 5,842 trading decisions and leveraging multiple sources of variation in financial constraints, we show that exchange asymmetries decrease in magnitude when participants are more constrained. This result is robust to experimental procedures and is not mediated by changes in cognitive performance. Consistent with the interpretation that scarcity leads to more rational decisions by increasing the utility loss from forgone trading, we show that trading probabilities go up when the market value of the items is exogenously increased.",openalex,I32;O12;O13;Q12,O12;O13,TRUE,jel_o1_o2_code,,,yes,individual,high,"The abstract explicitly states that household items were randomly assigned to farmers, who then made trading decisions, constituting an individual-randomized field experiment with real-world manipulation.",https://openalex.org/W4224216440,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-10-09,132,5,1565,1602,10.1086/728109,Augmenting State Capacity for Child Development: Experimental Evidence from India,Alejandro Ganimian; Karthik Muralidharan; Christopher R. Walters,We use a large-scale randomized experiment to study the impact of augmenting staffing in the world’s largest public early-childhood program: India’s Integrated Child Development Services. Adding a worker doubled net preschool instructional time and led to increases of 0.28σ and 0.46σ in math and language test scores after 18 months for children who remained enrolled in the program and 0.13σ and 0.10σ for all children enrolled at baseline. Rates of stunting and severe malnutrition were also lower in the treatment group for children who remained enrolled. A cost-benefit analysis suggests that the benefits of augmenting staffing significantly exceed its costs. These effects are likely to replicate even at larger scales of program implementation.,openalex,I12;I18;I21;J13;O15,O15,TRUE,jel_o1_o2_code,,,yes,cluster,high,"The abstract explicitly describes a large-scale randomized experiment testing the impact of adding workers to India's public early-childhood program, measuring effects on test scores and malnutrition outcomes.",https://openalex.org/W4387449673,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-02-22,131,10,2893,2919,10.1086/724574,Multidimensional Premarital Investments with Imperfect Commitment,V. Bhaskar; Wenchao Li; Junjian Yi,"We analyze premarital investments in human capital and housing when individuals are unable to make binding commitments to share their labor income with a prospective spouse. Investments are distorted if there are gender differences in bargaining power over own labor income or marriage market imbalances. Distortions are magnified when ex ante bargaining power favors one sex (e.g., women in China) and ex post bargaining power favors the other (e.g., men in China), since parents of boys will increase housing investments in order to credibly commit to share more resources with the boy’s potential wife, possibly crowding out human capital investments.",openalex,C78;D31;J12;J24;R31,,TRUE,country_match,,,no,n/a,high,"This is a theoretical paper analyzing premarital investment decisions using an economic model, with no mention of randomization or experimental intervention.",https://openalex.org/W4321502693,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-02-02,131,9,2289,2327,10.1086/724314,Firm-Embedded Productivity and Cross-Country Income Differences,Vanessa Alviarez; Javier Cravino; Natalia Ramondo,"We measure the contribution of firm-embedded productivity to cross-country income differences. By firm-embedded productivity we refer to firm-specific components of productivity, such as blueprints, management practices, and other intangible capital. Using micro-level data for multinational enterprises (MNEs), we compare market shares of the same MNE in different countries and document that they are systematically larger in less developed countries. This indicates that MNEs face less competition and that firm-embedded productivity is scarce in these countries. We implement a measure of firm-embedded productivity based on this observation. Differences in firm-embedded productivity account for one-third of the cross-country variance in output per worker in our sample.",openalex,D22;D24;F23;J24;O16,O16,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses observational micro-level data on multinational enterprises to measure productivity differences across countries, with no mention of randomization or experimental intervention.",https://openalex.org/W4319041730,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2024,2024-11-22,133,5,1460,1496,10.1086/734133,Misconduct and Reputation under Imperfect Information,Francis Annan,"Misconduct—market actions that are unethical and indicative of fraud—is a significant yet poorly understood issue that underlies many economic transactions. We design a field experiment to study the impact of two-sided antimisconduct information programs, which we deploy on the local markets for mobile money (“human ATMs”) in Ghana. The programs lead to a large reduction in misconduct (−21⁢ percentage points=−72%) and, as a result, broader improvements in overall market activity, consumer welfare, and firm revenue. We show the treatment effect is due to a combination of more accurate consumer beliefs about misconduct and increased vendor reputation concerns.",openalex,C93;G21;L25;M15;O14;O15;O16,O14;O15;O16,TRUE,jel_o1_o2_code,,,yes,field_experiment,high,"The abstract explicitly states 'We design a field experiment' to study antimisconduct information programs deployed in real-world mobile money markets in Ghana, with measured treatment effects on misconduct and market outcomes.",https://openalex.org/W4404627245,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2022,2022-04-19,130,11,2771,2828,10.1086/720465,Within-Firm Productivity Dispersion: Estimates and Implications,Scott Orr,"This paper develops a flexible recipe for identifying unobserved input allocations, as well as quantity- and revenue-based total factor productivity (TFP) across product lines, for multiproduct producers, using demand- and supply-side information. Applying variants of this recipe to a panel of plants manufacturing machinery in India from 2000–2007 yields sizable within-plant TFP differences. Removing an average plant’s lowest-performing product increases the unweighted average of plant-level revenue-based productivity by 10%–65%. A 1 standard deviation decline in product-level revenue-based TFP generates around a 6 percentage point increase in the probability of dropping that product.",openalex,D22;D24;L60;O14,O14,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses observational panel data from Indian manufacturing plants to estimate productivity dispersion, with no mention of randomization or experimental intervention.",https://openalex.org/W4224251662,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2021,2021-01-26,129,6,1705,1743,10.1086/713729,Hysteresis and the Welfare Effect of Corrective Policies: Theory and Evidence from an Energy-Saving Program,Francisco Costa; François Gérard,This paper provides stark evidence of hysteresis—the failure of an effect to reverse itself as its underlying cause is reversed—in energy demand. We estimate that half of the 23% reduction in residential electricity use caused by a 9-month-long policy that was imposed on millions of Brazilians has persisted for at least 12 years. We examine the implications of our finding by extending the traditional welfare analysis of corrective policies to allow for hysteresis. Our estimate highlights that failing to take hysteresis into account could severely bias the welfare evaluation of policies aimed at reducing (long-run) energy demand.,openalex,L94;O13;Q41;Q48,O13,TRUE,jel_o1_o2_code,,,no,n/a,high,"The paper studies the long-run effects of a policy imposed on millions of Brazilians, but there is no indication of randomized assignment to treatment; this appears to be an observational study of a natural policy experiment.",https://openalex.org/W3121829995,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-02-02,131,8,2209,2275,10.1086/724112,"Dynamic Bank Expansion: Spatial Growth, Financial Access, and Inequality",Ji Yan; Songyuan Teng; Robert M. Townsend,"We propose a model with local spatial markets and heterogeneous agents to understand and evaluate the geographic expansion of bank branches after banking deregulation in Thailand. The model features heterogeneity in financial frictions across regions, with the costs of accessing credit and deposits depending on the distance from the nearest branch. Disciplined by micro estimates of the effects of branch openings, the model reproduces salient regional and aggregate patterns concerning occupational choice, financial access, and inequality. We apply the model to study two counterfactual financial sector policies in distant markets, one subsidizing branches and the other subsidizing household deposits.",openalex,G21;G28;J24;O16;O18;R32,O16;O18,TRUE,jel_o1_o2_code,,,no,n/a,high,"This is a structural model studying banking deregulation using observational data and counterfactual simulations, not a randomized controlled trial.",https://openalex.org/W4319041392,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-12-21,132,7,2304,2345,10.1086/728744,Preschool Quality and Child Development,Alison Andrew; Orazio Attanasio; Raquel Bernal; Lina Cardona‐Sosa; Sonya Krutikova; Marta Rubio‐Codina,"Globally, access to preschool has increased dramatically but its quality is often poor. We evaluate two interventions aimed at improving the quality of public preschools in Colombia. The first, designed by the government and rolled-out nationwide, provided preschools with significant extra funding, mainly earmarked for hiring teaching assistants (TAs). The second, for a small additional cost, also offered training for existing teachers. We show that the first intervention did not improve child development, while the second led to significant improvements in children’s cognitive development, especially for those from more disadvantaged backgrounds. We argue these dramatic differences can be explained by the two interventions having different impacts on teachers’ behavior. The first led teachers to reduce the time they spent in the classroom, including on learning activities. The addition of the training offset this adverse effect of TA provision on teachers’ learning activities and improved the quality of teaching.",openalex,I21;J13;J24;J45;O15,O15,TRUE,jel_o1_o2_code,,,yes,cluster,high,"The abstract describes an evaluation of two interventions in public preschools with measured impacts on child development outcomes, indicating a randomized trial at the preschool level.",https://openalex.org/W3145632140,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-08-16,132,4,1113,1161,10.1086/727288,Impacts of a Large-Scale Parenting Program: Experimental Evidence from Chile,Pedro Carneiro; Emanuela Galasso; Italo López García; Paula Bedregal; Miguel Cordero,"We present results from a large-scale experimental evaluation of a national parenting program in Chile. The program is low cost: it lasts only for six to eight weeks, and it is administered to groups of 8 to 12 parents. It is implemented by the national health system, taking advantage of its existing physical infrastructure and human resources. We find that, three years after the interventions ends, children whose parents are offered the opportunity to participate in this program increase their vocabulary and socio-emotional development scores by 0.1 standard deviations (SD), mirrored by similar improvements in caregiver’s parenting behaviors and beliefs.",openalex,D83;D91;I12;J12;J13;O15,O15,TRUE,jel_o1_o2_code,,,yes,cluster,high,"The abstract explicitly describes a 'large-scale experimental evaluation' of a parenting program where parents are 'offered the opportunity to participate,' indicating random assignment to treatment, with group-based implementation suggesting cluster randomization.",https://openalex.org/W4385856661,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2024,2024-02-06,132,7,2346,2395,10.1086/729068,Aftermarket Frictions and the Cost of Off-Platform Options in Centralized Assignment Mechanisms,Adam Kapor; Mohit Karnani; Christopher Neilson,"We study the welfare and human capital impacts of colleges’ (non)participation in Chile’s centralized higher-education platform, leveraging administrative data and two policy changes: the introduction of a large scholarship program and the inclusion of additional institutions, which raised the number of on-platform slots by approximately 40%. We first show that the expansion of the platform raised on-time graduation rates. We then develop and estimate a model of college applications, offers, wait lists, matriculation, and graduation. When the platform expands, welfare increases, and welfare, enrollment, and graduation rates are less sensitive to off-platform frictions. Gains are larger for students from lower-socioeconomic-status backgrounds.",openalex,I23;I26;O15,O15,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses observational administrative data to study policy changes in Chile's centralized college assignment system, employing structural modeling rather than randomized assignment to treatment.",https://openalex.org/W4391579687,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2024,2024-11-21,133,4,1133,1168,10.1086/734094,Dynamic Gains from Trade Agreements with Intellectual Property Provisions,Ana María Santacreu,"I develop a quantitative theory of bilateral trade agreements with intellectual property (IP) provisions in a multicountry growth model. The model’s dynamics are driven by innovation and technology licensing. Imperfect IP enforcement leads to reduced royalty payments and growth. Governments negotiate tariffs and IP enforcement through Nash bargaining. Gains from the trade agreement vary along the transition. Developing countries experience short-term losses, while developed countries gain in both the short and long runs. A government with short-term goals may reduce losses but at the cost of lower growth and welfare. Tariffs could discourage developing countries from deviating from the agreement.",openalex,F13;F15;O34;O41,O34;O41,TRUE,country_match,,,no,n/a,high,"This is a quantitative theoretical model of trade agreements and intellectual property provisions, not a randomized controlled trial of a real-world intervention.",https://openalex.org/W4404581944,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2024,2024-10-17,133,3,713,749,10.1086/733420,Trade Policy Dynamics: Evidence from 60 Years of US-China Trade,George Alessandria; Shafaat Yar Khan; Armen Khederlarian; Kim J. Ruhl; Joseph B. Steinberg,"We study China’s export growth to the United States from 1950 to 2008, using a structural model to disentangle the effects of past tariff changes from the effects of changes in expectations of future tariffs. We find that the effects of China’s 1980 Normal Trade Relations (NTR) grant lasted past its 2001 accession to the World Trade Organization (WTO), and the likelihood of losing NTR status decreased significantly during 1986–92 but changed little thereafter. US manufacturing employment trends support our findings: industries more exposed to the 1980 reform have shed workers steadily since then without acceleration around China’s WTO accession.",openalex,F13;F14;O19;P33,O19,TRUE,jel_o1_o2_code,,,no,n/a,high,This paper uses a structural model to analyze observational trade policy data over 60 years without any randomized assignment of trade policies or interventions.,https://openalex.org/W3206922523,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2022,2022-03-28,130,8,2055,2109,10.1086/720139,Asymmetric Information and Sovereign Debt: Theory Meets Mexican Data,Harold L. Cole; Daniel Neuhann; Guillermo Ordóñez,"Using bid-level data from discriminatory auctions for Mexican government bonds, we demonstrate that asymmetric information about default risk is a key friction in sovereign bond markets. We document that large bidders achieve higher bid-acceptance rates than other bidders despite paying no more for executed bids. We then propose a new model of primary markets in which investors may differ in wealth, risk aversion, market power, and information. Only asymmetric information can qualitatively account for our empirical finding, and asymmetric information about rare disasters can quantitatively match bidding and yield moments. Counterfactuals reveal substantial effects of asymmetric information on yields.",openalex,D44;D82;F34;O17;O19,O17;O19,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper uses observational bid-level data from Mexican government bond auctions to test a theoretical model of asymmetric information, with no randomization of any intervention.",https://openalex.org/W4221124132,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-08-16,132,4,1162,1208,10.1086/727289,The ABCs of Firm Heterogeneity When Firms Sort into Markets: The Case of Exporters,Bernardo S. Blum; Sebastián Claro; Ignatius J. Horstmann; David Rivers,"We develop a novel methodology for disentangling the demand and cost drivers of firm heterogeneity when firms sort themselves into different markets, and we apply it to export status differences. Our methodology results in joint estimates of firm-level productivity and of markups in every market, without imposing functional form restrictions on demand. We find that exporters, relative to nonexporters, (i) have flatter domestic demand curves—thicker domestic markets—and (ii) have higher demand conditional on productivity. Finally, (iii) these demand advantages translate to foreign markets, thereby leading to export status differences.",openalex,D22;D24;F14;L60;O14;O19,O14;O19,TRUE,jel_o1_o2_code,,,no,n/a,high,"This paper develops a structural methodology to estimate firm-level productivity and markups using observational data on exporters versus non-exporters, with no mention of randomization or experimental intervention.",https://openalex.org/W4385856555,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2023,2023-02-02,131,8,2032,2058,10.1086/724114,Identifying the Effect of Persuasion,Sung Jae Jun; Sokbae Lee,"This paper examines a commonly used measure of persuasion whose precise interpretation has been obscure in the literature. By using the potential outcome framework, we define the causal persuasion rate by a proper conditional probability of taking the action of interest with a persuasive message conditional on not taking the action without the message. We then formally study identification under empirically relevant data scenarios and show that the commonly adopted measure generally does not estimate—but often overstates—the causal rate of persuasion. We discuss several new parameters of interest and provide practical methods for causal inference.",openalex,C93;D12;D83;O12,O12,TRUE,jel_o1_o2_code,,,no,n/a,high,"This is a methodological paper developing causal inference theory for measuring persuasion effects, not an empirical study reporting results from a randomized controlled trial.",https://openalex.org/W4319043551,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2025,2025-04-17,133,10,3249,3304,10.1086/736212,Religious Divisions and Production Technology: Experimental Evidence from India,Arkadev Ghosh,"This paper implements a field experiment in India to study whether the effects of religious diversity on productivity and attitudes depend on a firm's production technology. I randomly assigned Hindu and Muslim workers at a manufacturing plant in West Bengal to mixed or homogeneous teams. Production tasks are categorized as high or low dependency based on the degree of continuous coordination required. Mixed teams are less productive than homogeneous teams in high-dependency tasks, but this effect attenuates completely in 4 months. In low-dependency tasks, diversity does not affect productivity. However, mixing improves Hindu workers' out-group attitudes only in high-dependency tasks.",econlit,C93;D24;O14;O15;Z12,O14;O15,TRUE,jel_o1_o2_code,,,yes,field_experiment,high,"The abstract explicitly describes random assignment of workers to mixed or homogeneous teams in a real manufacturing plant, constituting a field experiment with real-world treatment.",https://openalex.org/W4409540755,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2024,2024-01-18,132,8,2830,2879,10.1086/729450,The Effects of Combat Deployments on Veterans’ Outcomes,Jesse Bruhn; Kyle Greenberg; Matthew Gudgeon; Evan K. Rose; Yotam Shem-Tov,"As millions of soldiers deployed to Iraq or Afghanistan between 2001 and 2021, Veteran Affairs Disability Compensation payments quadrupled and the veteran suicide rate rose rapidly. We estimate the causal contribution of combat deployments to declining veteran well-being. Deployments increase injuries, combat deaths, and disability compensation, but we find limited effects on suicide, deaths of despair, financial health, incarceration, or education. Our estimates suggest that deployment cannot explain either the recent rise in disability payments, which is more likely driven by policy changes, or the surge in noncombat deaths, which is better explained by shifts in observable characteristics of soldiers.",openalex,D74;G51;I12;J14;J45,,TRUE,country_match,,,no,n/a,high,This is an observational study estimating causal effects of combat deployments using administrative data without any mention of randomization by researchers.,https://openalex.org/W4390972679,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2025,2025-02-24,133,8,2414,2461,10.1086/735508,Combating Political Corruption with Policy Bundles,Frederico Finan; Maurizio Mazzocco,"In this paper, we develop a dynamic model of politicians who can engage in corruption. The model provides important insights into the determinants of corruption and how to design policies to combat it. We estimate the model using data from Brazil to measure voters’ willingness to pay for various commonly proposed anticorruption policies, such as increasing audit probabilities, raising politicians’ wages, and extending term limits. We document that while audit policies effectively reduce corruption, a multipronged approach that bundles an audit policy with other policies can achieve much higher welfare gains.",openalex,D73;J31;J45;O17,O17,TRUE,jel_o1_o2_code,,,no,n/a,high,"This is a structural model estimation paper using observational data from Brazil, not a randomized controlled trial of any intervention.",https://openalex.org/W4407898260,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JPE,Journal of Political Economy,2025,2025-04-17,133,9,2874,2917,10.1086/736209,Can Redistribution Change Policy Views? Aid and Attitudes toward Refugees,Travis Baseler; Thomas C. Ginn; Robert Hakiza; Helidah Ogude-Chambert; Olivia Woldemikael,"Many public policies create winners and losers, but it is unclear whether redistribution can support new political economy equilibria that raise aggregate welfare. We study policies that partially redistribute foreign aid for refugees to natives while allowing refugees to work and move freely. Cash grants to Ugandan and Kenyan natives, labeled as aid from the refugee response, substantially increase support for refugee integration. Information about existing redistribution has significant but smaller effects. In contrast, intergroup contact yields no persistent, measurable effects. Our results indicate that economic interventions can shape policy views even on issues influenced by cultural concerns, such as immigration.",econlit,D72;F35;J15;O15;O17;O19,O15;O17;O19,TRUE,jel_o1_o2_code,,,yes,individual,high,"The abstract describes cash grants randomly provided to natives and information treatments, measuring effects on policy attitudes—a clear field experiment with real-world interventions.",https://openalex.org/W4409541642,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
