doi,journal_short,publication_year,title,matched_file,version,has_funding_statement,n_funders,funders,grant_numbers,extraction_status,notes,llm_model,llm_prompt_version,snapshot_utc
10.1016/j.jdeveco.2021.102716,JDE,2021,Can youth empowerment programs reduce violence against girls during the COVID-19 pandemic?,1-s2.0-S0304387821000894-main.pdf,published?,True,3,"Bulgari, Italy | Save the Children, Italy | World Bank Group's Umbrella Facility for Gender Equality",,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:00:00Z
10.1016/j.jdeveco.2022.102981,JDE,2022,Trust and saving in financial institutions by the poor,1-s2.0-S0304387822001237-main.pdf,published?,True,3,World Bank's Consultative Group to Assist the Poor | Innovations for Poverty Action | Instituto de Estudios Peruanos,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:00:17Z
10.1016/j.jdeveco.2021.102737,JDE,2021,Environmental effects of development programs: Experimental evidence from West African dryland forests,1-s2.0-S0304387821001085-main.pdf,published?,True,2,DFG (Deutsche Forschungsgemeinschaft) | ANID Chile through FONDECYT Iniciacion,DFG (Deutsche Forschungsgemeinschaft): 250842093 | ANID Chile through FONDECYT Iniciacion: 11190283,ok,Jaimovich received separate funding from ANID Chile,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:00:38Z
10.1016/j.jdeveco.2022.102958,JDE,2022,"Knowledge, stigma, and HIV testing: An analysis of a widespread HIV/AIDS program",1-s2.0-S030438782200102X-main.pdf,published?,True,1,United States Agency for International Development,"United States Agency for International Development: AID-OAA-L-12-00001, AID-OAA-LA-16-0004, AID391A1500006",ok,"Funding via the BASIS research program at University of California, Davis",claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:00:55Z
10.1016/j.jdeveco.2021.102780,JDE,2021,Social protection amidst social upheaval: Examining the impact of a multi-faceted program for ultra-poor households in Yemen,1-s2.0-S0304387821001395-main.pdf,published?,True,2,Ford Foundation | UK Department for International Development,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:01:15Z
10.1016/j.jdeveco.2022.103035,JDE,2022,Social stigma as a barrier to HIV testing: Evidence from a randomized experiment in Mozambique,1-s2.0-S0304387822001778-main.pdf,published?,True,2,Rackham Graduate School at the University of Michigan | Jordan and Kim Dickstein African Initiative Fund,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:01:37Z
10.1016/j.jdeveco.2021.102753,JDE,2021,Welfare effects of an in-kind transfer program: Evidence from Mexico,1-s2.0-S030438782100119X-main.pdf,published?,False,0,,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:01:58Z
10.1016/j.jdeveco.2022.103034,JDE,2022,"Pumps, prosperity and household power: Experimental evidence on irrigation pumps and smallholder farmers in Kenya",1-s2.0-S0304387822001766-main.pdf,published?,False,0,,,ok,Acknowledgments present but contain no funding statement,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:02:16Z
10.1016/j.jdeveco.2023.103074,JDE,2023,To invest or not to invest in sanitation: The role of intra-household gender differences in perceptions and bargaining power,1-s2.0-S0304387823000299-main.pdf,published?,True,3,World Bank Strategic Impact Evaluation Fund | Economic and Social Research Council (ESRC) Secondary Data Initiative | ESRC Centre for the Microeconomic Analysis of Public Policy,World Bank Strategic Impact Evaluation Fund: 7170021 | Economic and Social Research Council (ESRC) Secondary Data Initiative: ES/S01571X/1 | ESRC Centre for the Microeconomic Analysis of Public Policy: ES/T014334/1,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:02:34Z
10.1016/j.jdeveco.2023.103072,JDE,2023,Social and financial incentives for overcoming a collective action problem,1-s2.0-S0304387823000275-main.pdf,published?,True,2,Bill and Melinda Gates Foundation | International Growth Centre,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:02:49Z
10.1016/j.jdeveco.2022.102911,JDE,2022,Targeting in tax behavior: Evidence from Rwandan firms,1-s2.0-S0304387822000700-main.pdf,published?,True,3,Harvard Lab for Economic Applications and Policy | J-PAL Governance Initiative | Weiss Family Program Fund for Research in Developing Countries,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:03:08Z
10.1016/j.jdeveco.2023.103169,JDE,2023,With or without him? Experimental evidence on cash grants and gender-sensitive trainings in Tunisia,1-s2.0-S0304387823001256-main.pdf,published?,True,5,World Bank | Jobs Multi-Donors Trust Fund | Umbrella Facility for Gender Equality (UFGE) | MNA Gender Innovation Lab (MNAGIL) | i2i Multi-Donors Trust Fund,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:03:27Z
10.1016/j.jdeveco.2023.103242,JDE,2023,Estimating seed demand in the presence of market frictions: Evidence from an auction experiment in Nigeria,1-s2.0-S0304387823001980-main.pdf,published?,False,0,,,ok,No acknowledgments section found in provided text,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:04:18Z
10.1016/j.jdeveco.2022.102987,JDE,2022,Can information correct optimistic wage expectations? Evidence from Mozambican job-seekers,1-s2.0-S0304387822001298-main.pdf,published?,False,0,,,ok,Ministries acknowledged for support but financial nature not specified,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:04:37Z
10.1016/j.jdeveco.2023.103244,JDE,2023,Training microentrepreneurs over Zoom: Experimental evidence from Mexico,1-s2.0-S0304387823002006-main.pdf,published?,True,2,InfoDev/E4D trust fund | World Bank's Research Support Budget,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:05:07Z
10.1016/j.jdeveco.2023.103134,JDE,2023,Fertility and polygyny: Experimental evidence from Burkina Faso,1-s2.0-S0304387823000895-main.pdf,published?,True,1,"Economic and Social Research Council, United Kingdom","Economic and Social Research Council, United Kingdom: ES/N014618/1",ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:05:37Z
10.1016/j.jdeveco.2022.102984,JDE,2022,A behavioral intervention to increase preschool attendance in Uruguay,1-s2.0-S0304387822001262-main.pdf,published?,True,1,Inter-American Development Bank,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:05:49Z
10.1016/j.jdeveco.2022.102893,JDE,2022,When student incentives do not work: Evidence from a field experiment in Malawi,1-s2.0-S0304387822000566-main.pdf,published?,True,2,Viatron Technology | Korea International Cooperation Agency,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:06:26Z
10.1016/j.jdeveco.2022.102995,JDE,2022,Motivating bureaucrats with behavioral insights when state capacity is weak: Evidence from large-scale field experiments in Peru,1-s2.0-S0304387822001377-main.pdf,published?,True,2,Colombia Cientifica – Alianza EFI | The World Bank,"Colombia Cientifica – Alianza EFI: 60185, contract FP44842-220-2018",ok,World Bank funding via Scientific Ecosystems program,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:06:48Z
10.1016/j.jdeveco.2022.102915,JDE,2022,Women’s use of family planning services: An experiment on the husband’s involvement,1-s2.0-S0304387822000736-main.pdf,published?,True,4,"ESRC-DFID, United Kingdom | Royal Netherlands Academy of Arts and Sciences | European Research Council | Research Council of Norway","ESRC-DFID, United Kingdom: ES/N014618/1 | Royal Netherlands Academy of Arts and Sciences: Sara van Dam Project Grant | European Research Council: ERC-StG-637915 | Research Council of Norway: Centres of Excellence Scheme, FAIR project No 262675",ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:07:21Z
10.1016/j.jdeveco.2021.102776,JDE,2021,How light is too light touch: The effect of a short training-based intervention on household poultry production in Burkina Faso,1-s2.0-S030438782100136X-main.pdf,published?,True,2,Bill & Melinda Gates Foundation | CGIAR Research Program on Agriculture for Nutrition and Health (A4NH),Bill & Melinda Gates Foundation: OPP1149709 | CGIAR Research Program on Agriculture for Nutrition and Health (A4NH): A4NH-202004.040.500,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:07:36Z
10.1016/j.jdeveco.2022.102933,JDE,2022,When nature calls back: Sustaining behavioral change in rural Pakistan,1-s2.0-S0304387822000864-main.pdf,published?,True,2,FCDO (at that time DfID) | ESRC Centre for the Microeconomic Analysis of Public Policy,FCDO (at that time DfID): DFID 6507 | ESRC Centre for the Microeconomic Analysis of Public Policy: ES/T014334/1,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:07:49Z
10.1016/j.jdeveco.2022.102993,JDE,2022,Love in the time of HIV: How beliefs about externalities impact health behavior,1-s2.0-S0304387822001353-main.pdf,published?,True,2,STICERD | Russell Sage Foundation,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:08:02Z
10.1016/j.jdeveco.2021.102745,JDE,2021,The power to protect: Household bargaining and female condom use,1-s2.0-S0304387821001127-main.pdf,published?,True,2,Dutch Research Council (NWO) WOTRO Science for Global Development | Universal Access to Female Condoms (UAFC) Joint Programme,Dutch Research Council (NWO) WOTRO Science for Global Development: W07.40.203 | Universal Access to Female Condoms (UAFC) Joint Programme: A-02974-02-01/506671,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:08:22Z
10.1016/j.jdeveco.2022.102920,JDE,2022,Trouble with zero: The limits of subsidizing technology adoption,1-s2.0-S0304387822000773-main.pdf,published?,True,1,"ADM Institute for the Prevention of Postharvest Loss, University of Illinois",,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:08:39Z
10.1016/j.jdeveco.2022.102999,JDE,2022,No bulls: Experimental evidence on the impact of veterinarian ratings in Pakistan,1-s2.0-S0304387822001419-main.pdf,published?,True,6,University of California Office of the President UC Lab Fees Research Program | Abdul Latif Jameel Poverty Action Lab | Center for Effective Global Action | International Growth Centre | AFOSR | ONR,University of California Office of the President UC Lab Fees Research Program: 23855 | AFOSR: FA9550-09-1-0314 | ONR: N00014-14-1-0843,ok,J-PAL and CEGA funding provided through the Agricultural Technology Adoption Initiative.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:08:50Z
10.1016/j.jdeveco.2023.103098,JDE,2023,"Uptake, use, and impact of Islamic savings: Evidence from a field experiment in Pakistan",1-s2.0-S0304387823000536-main.pdf,published?,False,0,,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:09:19Z
10.1016/j.jdeveco.2022.102959,JDE,2022,Locking crops to unlock investment: Experimental evidence on warrantage in Burkina Faso,1-s2.0-S0304387822001031-main.pdf,published?,True,3,"Wellspring Foundation | CGIAR Research Program on Policies, Institutions and Markets | Williams College",,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:09:45Z
10.1016/j.jdeveco.2023.103096,JDE,2023,Motivating volunteer health workers in an African capital city,1-s2.0-S0304387823000512-main.pdf,published?,True,8,"European Union | UNICEF | Instituto Camões, Portugal | Fundação Calouste Gulbenkian, Portugal | USAID, United States of America | Fundação para a Ciência e a Tecnologia, Portugal | Generalitat Valenciana | Spanish Ministry of the Economy and Competitiveness",Generalitat Valenciana: CDEI GENT/2020/016 | Spanish Ministry of the Economy and Competitiveness: ECO2017-87069-P,ok,Two grants support a co-author specifically.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:10:01Z
10.1016/j.jdeveco.2023.103146,JDE,2023,Multifaceted programs targeting women in fragile settings: Evidence from the Democratic Republic of Congo,1-s2.0-S0304387823001013-main.pdf,published?,True,2,Ministry of Foreign Affairs of the Netherlands | BlackRock,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:10:25Z
10.1016/j.jdeveco.2023.103182,JDE,2023,Asset transfers and anti-poverty programs: Experimental evidence from Tanzania,1-s2.0-S0304387823001384-main.pdf,published?,True,5,Spanish Impact Evaluation Fund | Gender Action Plan | Bank Netherlands Partnership Program | Knowledge for Change Program II | Trust Fund for Environmentally and Socially Sustainable Development,,ok,All are World Bank trust funds for research funding,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:10:43Z
10.1016/j.jdeveco.2023.103082,JDE,2023,"Transparency, governance, and water and sanitation: Experimental evidence from schools in rural Bangladesh",1-s2.0-S0304387823000378-main.pdf,published?,False,0,,,ok,Acknowledgments present but no funding statement found in provided text,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:11:29Z
10.1016/j.jdeveco.2024.103295,JDE,2024,"Is the glass half full or half empty? Examining the impact of Swatch Bharat interventions on sanitation and hygiene in rural Punjab, India",1-s2.0-S0304387824000440-main.pdf,published?,False,0,,,ok,No acknowledgments or funding section provided in excerpts,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:11:54Z
10.1016/j.jdeveco.2021.102751,JDE,2021,Cheap talk and coordination in the lab and in the field: Collective commercialization in Senegal,1-s2.0-S0304387821001164-main.pdf,published?,True,3,"CGIAR Consortium Research Program on Policies, Institutions, and Markets | France | IFPRI",,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:12:15Z
10.1016/j.jdeveco.2025.103578,JDE,2025,The effect of teacher training and community literacy programming on teacher and student outcomes,1-s2.0-S0304387825001294-main.pdf,published?,True,2,US Department of Agriculture (USDA) | World Vision,US Department of Agriculture (USDA): FFE-656-2019/018-00-IFPRI,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:12:59Z
10.1016/j.jdeveco.2023.103215,JDE,2023,Human capital affects religious identity: Causal evidence from Kenya,1-s2.0-S0304387823001712-main.pdf,published?,False,0,,,ok,Acknowledgements section header present but content truncated in provided excerpt,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:13:32Z
10.1016/j.jdeveco.2022.102820,JDE,2022,Heterogenous teacher effects of two incentive schemes: Evidence from a low-income country,1-s2.0-S0304387822000049-main.pdf,published?,True,3,Strategic Impact Evaluation Fund (SIEF) | Research Support Budget (RSB) of the Development Economics unit (DEC) | International Development Agency,,ok,IDA funded the program via Guinea Education For All project,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:13:51Z
10.1016/j.jdeveco.2024.103311,JDE,2024,"Information frictions, belief updating and internal migration: Evidence from Ghana and Uganda",1-s2.0-S0304387824000609-main.pdf,published?,True,8,German Federal Ministry for Economic Cooperation and Development (BMZ) | European Union | Norwegian Agency for Development Cooperation (Norad) | Korean International Cooperation Agency (KOICA) | Department for International Development (DFID) of the United Kingdom | Sasol | Quoniam Asset Management | Shell,,ok,Data collection via RéUsSITE (Ghana) and E4D/Africa (Uganda) projects.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:14:21Z
10.1016/j.jdeveco.2022.102976,JDE,2022,Persuading voters to punish corrupt vote-buying candidates: Experimental evidence from a large-scale radio campaign in India,1-s2.0-S0304387822001183-main.pdf,published?,True,1,Abdul Latif Jameel Poverty Action Lab (J-PAL),,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:14:40Z
10.1016/j.jdeveco.2022.103043,JDE,2023,Federal and state audits do not increase compliance with a grant program to improve municipal infrastructure: A pre-registered field experiment,1-s2.0-S0304387822001857-main.pdf,published?,True,3,Yale's Institute for Social and Policy Studies | Leitner Program in International and Comparative Political Economy | NYU,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:14:57Z
10.1016/j.jdeveco.2022.102896,JDE,2022,Evaluating the distributive effects of a micro-credit intervention,1-s2.0-S030438782200058X-main.pdf,published?,True,4,"Australian Agency for International Development | International Growth Centre, United Kingdom | United States Agency for International Development | Hong Kong Research Grants Council","Australian Agency for International Development: CF09/650 | International Growth Centre, United Kingdom: 1-VRA-VINC-VXXXX-89120 | United States Agency for International Development: AID-OAA-F-13-00007 | Hong Kong Research Grants Council: GRF16503014",ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:15:17Z
10.1016/j.jdeveco.2024.103320,JDE,2024,In-group competition for incentives,1-s2.0-S0304387824000695-main.pdf,published?,True,1,United States Agency for International Development (USAID),United States Agency for International Development (USAID): 7200AA18LE00003,ok,Through Feed the Future Innovation Lab for Legume Systems Research,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:15:30Z
10.1016/j.jdeveco.2024.103317,JDE,2024,Altruism in governance: Insights from randomized training for Pakistan's junior ministers,1-s2.0-S030438782400066X-main.pdf,published?,True,2,French National Research Agency (ANR) | TSE-Partnership,French National Research Agency (ANR): ANR-17-EUR-0010,ok,ANR funding through Investments for the Future program,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:16:07Z
10.1016/j.jdeveco.2024.103305,JDE,2024,Information and immigrant settlement,1-s2.0-S0304387824000543-main.pdf,published?,True,1,International Initiative for Impact Evaluation (3ie),International Initiative for Impact Evaluation (3ie): OW4/1171,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:16:44Z
10.1016/j.jdeveco.2024.103330,JDE,2024,How important are matching frictions in the labor market? Experimental &amp; non-experimental evidence from a large Indian firm,1-s2.0-S0304387824000798-main.pdf,published?,True,3,PEDL Exploratory Grants | MIT | Centre for Economic Policy and Research,PEDL Exploratory Grants: 3545,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:17:05Z
10.1016/j.jdeveco.2025.103454,JDE,2025,In search of the holy grail: Post-intervention effects of an unconditional cash transfer program in Zambia,1-s2.0-S0304387825000057-main.pdf,published?,False,0,,,ok,No acknowledgments or funding section found in the provided text excerpt,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:17:26Z
10.1016/j.jdeveco.2025.103545,JDE,2025,Improving school leadership in Rwanda,1-s2.0-S0304387825000963-main.pdf,published?,True,2,Belgian Directorate-General for Development Cooperation and Humanitarian Aid (DGD) | Mastercard Foundation,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:17:47Z
10.1016/j.jdeveco.2021.102674,JDE,2021,A breath of fresh air: Raising awareness for clean fuel adoption,1-s2.0-S0304387821000535-main.pdf,published?,True,1,Bill and Melinda Gates Foundation's Initiative for What Works to Advance Women and Girls in the Economy (IWWAGE),,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:18:07Z
10.1016/j.jdeveco.2025.103679,JDE,2025,Large firms and the intensive margin of labor informality evidence from an enforcement intervention in Peru,1-s2.0-S0304387825002305-main.pdf,published?,True,1,Inter-American Development Bank,Inter-American Development Bank: RG-E1979,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:18:28Z
10.1093/jeea/jvae011,JEEA,2024,"Mass Political Information on Social Media: Facebook Ads, Electorate Saturation, and Electoral Accountability in Mexico",retrieve (3).pdf,published?,True,2,Dean's Competitive Fund for Promising Scholarship of the Faculty of Arts and Sciences at Harvard University | Pershing Square Fund for Research on the Foundations of Human Behavior,,ok,Full funding statement for Larreguy and Simpser appears cut off in excerpt,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:18:41Z
10.1093/jeea/jvad067,JEEA,2023,An Adaptive Targeted Field Experiment: Job Search Assistance for Refugees in Jordan,retrieve (2).pdf,published?,True,2,International Rescue Committee | Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,,ok,"GIZ provided a grant to IRC, which funded the fieldwork component",claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:19:07Z
10.1093/jeea/jvab053,JEEA,2021,Can Good Products Drive Out Bad? A Randomized Intervention in the Antimalarial Medicine Market in Uganda,retrieve.pdf,published?,True,7,Swedish Research Council | Program for Development Research | SIDA | J-PAL | William F. Milton Fund at Harvard Medical School | Harvard Center for Population and Development Studies | Mistra (Swedish Foundation for Strategic Environmental Research),Swedish Research Council: 421-2009-2209,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:19:33Z
10.1093/jeea/jvaf012,JEEA,2025,Cost and Benefits of Climate Change Adaptation Policies: Evidence from an RCT and Extreme Flooding in Pakistan,jvaf012 (1).pdf,published?,True,3,Department for International Development | World Food Programme | 3ie,,ok,3ie appears as intermediary for World Food Programme funding,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:19:53Z
10.1093/jeea/jvac015,JEEA,2022,Priors Rule: When Do Malfeasance Revelations Help Or Hurt Incumbent Parties?,retrieve (1).pdf,published?,True,2,EGAP Metaketa initiative | France's Agence Nationale de la Recherche,France's Agence Nationale de la Recherche: ANR-17-EURE-0010,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:20:17Z
10.1093/jeea/jvaf052,JEEA,2025,<i>Marshall Lecture 2025:</i> Political Information and Network Effects,Political Information and Network Effects.pdf,wp,False,0,,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:20:50Z
10.1086/717891,JPE,2021,How Much Does Your Boss Make? The Effects of Salary Comparisons,717891.pdf,published?,True,1,The collaborating institution,,ok,Funder not named specifically; one author was employed by the funding institution.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:21:08Z
10.1086/726237,JPE,2023,Investing with the Government: A Field Experiment in China,726237.pdf,published?,False,0,,,ok,Text shows acknowledgments of individuals but no financial support statement visible in provided excerpt,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:21:32Z
10.1086/724320,JPE,2023,Returns to On-the-Job Soft Skills Training,724320.pdf,published?,True,1,Private Enterprise Development in Low-Income Countries (PEDL) initiative,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:22:00Z
10.1086/720466,JPE,2022,Poor and Rational: Decision-Making under Scarcity,720466.pdf,published?,False,0,,,ok,Acknowledgments section appears incomplete (cuts off mid-sentence).,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:22:18Z
10.1086/728109,JPE,2023,Augmenting State Capacity for Child Development: Experimental Evidence from India,728109.pdf,published?,False,0,,,ok,Acknowledgments section incomplete; no explicit funding sources in provided text.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:22:38Z
10.1086/734133,JPE,2024,Misconduct and Reputation under Imperfect Information,734133.pdf,published?,True,1,World Bank,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:23:06Z
10.1086/728744,JPE,2023,Preschool Quality and Child Development,728744.pdf,published?,True,6,International Initiative for Impact Evaluation (3ie) | Fundación Éxito | European Research Council under the European Union's Horizon 2020 research and innovation program | Economic and Social Research Council Centre for Microeconomic Analysis of Public Policy at the Institute for Fiscal Studies | British Academy Visiting Fellowship | Jacobs Foundation,European Research Council under the European Union's Horizon 2020 research and innovation program: 695300-HKADeC-ERC-2015-AdG | British Academy Visiting Fellowship: VF110124,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:23:23Z
10.1086/727288,JPE,2023,Impacts of a Large-Scale Parenting Program: Experimental Evidence from Chile,727288.pdf,published?,True,6,"World Bank Research Budget | Knowledge for Change program | Strategic Impact Evaluation Fund | Economic and Social Research Council for Centre for Microdata Methods and Practice | European Research Council | Scholarship Formation of the Advanced Human Capital Programme, Becas Chile",Economic and Social Research Council for Centre for Microdata Methods and Practice: ES/P008909/1 | European Research Council: ERC-2015-CoG-692349,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:24:43Z
10.1086/736212,JPE,2025,Religious Divisions and Production Technology: Experimental Evidence from India,736212.pdf,published?,False,0,,,ok,Acknowledgments text appears incomplete; no funding statement visible.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:25:13Z
10.1086/736209,JPE,2025,Can Redistribution Change Policy Views? Aid and Attitudes toward Refugees,736209.pdf,published?,False,0,,,ok,Provided excerpt incomplete; no funding sources visible,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:25:29Z
10.1086/732886,JPE,2024,Enhancing Human Capital in Children: A Case Study on Scaling,732886.pdf,published?,True,5,Strategic Impact Evaluation Fund of the World Bank | Consejo Nacional de Evaluación de la Política de Desarollo Social | Agence française de développement | Horizon 2020 Marie Skłodowska-Curie Actions Research and Innovation Staff Exchange project GEMCLIME2020 | Agence nationale de la recherche,Horizon 2020 Marie Skłodowska-Curie Actions Research and Innovation Staff Exchange project GEMCLIME2020: 681228 | Agence nationale de la recherche: ANR-17-EURE-0010,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:25:54Z
10.1086/735511,JPE,2025,The Allocation of Incentives in Multilayered Organizations: Evidence from a Community Health Program in Sierra Leone,735511.pdf,published?,True,5,Rockefeller Foundation | International Growth Centre | Leverhulme Trust | Spanish Ministry of Economy and Competitiveness | Ramón Areces Foundation,"Leverhulme Trust: Philip Leverhulme Prize | Spanish Ministry of Economy and Competitiveness: CEX2019-000915-S, RYC2017-23172, PID2020-120118GB-I00",ok,Text appears cut off at beginning; may reference additional initiative.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:27:03Z
10.1093/qje/qjae038,QJE,2024,Do Financial Concerns Make Workers Less Productive?,qjae038.pdf,published?,True,4,Weiss Family Program for Research in Development Economics | Eric M. Mindich Research Fund for the Foundations of Human Behavior | the Accountability Group | National Science Foundation,,ok,J-PAL and IFMR provided operational support but not explicitly identified as funders.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:27:46Z
10.1093/qje/qjac034,QJE,2022,Improving Workplace Climate in Large Corporations: A Clustered Randomized Intervention,qjac034.pdf,published?,True,2,"Max Planck Institute for Research on Collective Goods | Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) under Germany's Excellence Strategy","Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) under Germany's Excellence Strategy: EXC2126/1-390838866",ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:28:13Z
10.1093/qje/qjae003,QJE,2024,Digital Collateral,qjae003.pdf,published?,True,5,USAID | CGAP | IFC (as part of the HIFI program) | JPAL's Post-Primary Education program | UC Berkeley's Lab for Inclusive FinTech (LIFT),,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:28:38Z
10.1093/qje/qjae018,QJE,2024,Using Divide-and-Conquer to Improve Tax Collection,qjae018.pdf,published?,True,2,INSEAD Dean's Innovation Fund | Princeton Griswold Center for Economic Policy Studies,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:29:03Z
10.1093/qje/qjac019,QJE,2022,Improving Management Through Worker Evaluations: Evidence from Auto Manufacturing,qjac019.pdf,published?,True,3,University of Michigan | Wharton Dean's Research Fund | Wharton Katz Fund for Research on Leadership and Emotional Intelligence,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:29:25Z
10.1093/qje/qjaf009,QJE,2025,Can Pollution Markets Work in Developing Countries? Experimental Evidence from India,qjaf009.pdf,published?,True,5,MacArthur Foundation | USAID | Tata Center for Development at Chicago | Yale Economic Growth Center | NSF,NSF: CAREER #2143098,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:29:43Z
10.1093/qje/qjaf026,QJE,2025,Sexual Harassment in Public Spaces and Police Patrols: Experimental Evidence from Urban India,qjaf026.pdf,published?,True,5,JPAL Crime and Violence Initiative | Princeton University | Leibniz Association | Human Rights Institute at the University of Connecticut | UK government through the ieConnect for Impact Program,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:30:59Z
10.1093/qje/qjae043,QJE,2024,Cognitive Endurance as Human Capital,qjae043.pdf,published?,True,6,USAID DIV | Global Engagement Fund at the University of Pennsylvania | Columbia Global Policy Initiative | Spencer Foundation | Columbia University President's Global Innovation Fund | Weiss Family Program Fund for Research in Development Economics,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:31:23Z
10.1093/qje/qjab029,QJE,2021,The Allocation of Authority in Organizations: A Field Experiment with Bureaucrats,qjab029.pdf,published?,True,2,International Growth Centre | J-PAL Governance Initiative,International Growth Centre: 37118-PAK and 1-VCS-VPAK-VXXXX-37208 | J-PAL Governance Initiative: 5710003825,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:31:48Z
